[Info]

Chopper_Name=A2MT2B  2 ZP1.32
Chopper_Node=8
Chopper_Hour=0
User_Comment=
Program_Version=ZAPI Smart Console *CONS AFG ZP125*
Save_Date=2020/05/20 13:08:24


[Code;Name;Position;Menu;Value;Scaled Value;CodeOpenCan;Node;NotSaved;NameMenu]
250;ROLLING DW SPEED;34;4;5;      5Hz ;8446;8;0; PARAMETER CHANGE  ;
250;HM DISPLAY OPT. ;1;8;4;      4   ;20748;8;0;   SET OPTIONS     ;
250;HM CUSTOM 1 OPT.;2;8;0;      0   ;20749;8;0;   SET OPTIONS     ;
250;HM CUSTOM 2 OPT.;3;8;1;      1   ;20750;8;0;   SET OPTIONS     ;
250;TILL/SEAT SWITCH;4;8;0;    SEAT ;8297;8;0;   SET OPTIONS     ;
250;EB ON TILLER BRK;5;8;0;     OFF ;20718;8;0;   SET OPTIONS     ;
250; BATTERY CHECK  ;6;8;0; LEVEL=0  ;8313;8;0;   SET OPTIONS     ;
250;  STOP ON RAMP  ;7;8;1;      ON ;8425;8;0;   SET OPTIONS     ;
250;PULL IN BRAKING ;8;8;0;     OFF ;20795;8;0;   SET OPTIONS     ;
250; SOFT LANDING   ;9;8;0;     OFF ;20796;8;0;   SET OPTIONS     ;
250;QUICK INVERSION ;10;8;0;    NONE ;8292;8;0;   SET OPTIONS     ;
250;PEDAL BRK ANALOG;11;8;0;     OFF ;20789;8;0;   SET OPTIONS     ;
250;  HARD & SOFT   ;12;8;0;     OFF ;20662;8;0;   SET OPTIONS     ;
250; HB ON / SR OFF ;13;8;0;     OFF ;20823;8;0;   SET OPTIONS     ;
250; MAIN POT. TYPE ;14;8;0;      0   ;20730;8;0;   SET OPTIONS     ;
250; AUX POT. TYPE  ;15;8;0;      0   ;20687;8;0;   SET OPTIONS     ;
250;SET MOT.TEMPERAT;16;8;1; DIGITAL ;8433;8;0;   SET OPTIONS     ;
250;  STEERING TYPE ;17;8;0;    NONE ;20719;8;0;   SET OPTIONS     ;
250; M.C. FUNCTION  ;18;8;1;      ON ;8377;8;0;   SET OPTIONS     ;
250; M.C. OUTPUT    ;19;8;1; PRESENT ;8427;8;0;   SET OPTIONS     ;
250; EBRAKE ON APPL.;20;8;1; PRESENT ;20715;8;0;   SET OPTIONS     ;
250;AUX OUT FUNCTION;21;8;1;   BRAKE ;8431;8;0;   SET OPTIONS     ;
250;COMP.VOLT.OUTPUT;22;8;0; LEVEL=0  ;20831;8;0;   SET OPTIONS     ;
250;ACCEL MODULATION;23;8;1;      ON ;8415;8;0;   SET OPTIONS     ;
250;      EV1       ;24;8;0;  ABSENT ;8404;8;0;   SET OPTIONS     ;
250;  HIGH DYNAMIC  ;25;8;0;     OFF ;20731;8;0;   SET OPTIONS     ;
250; INVERSION MODE ;26;8;0;     OFF ;20684;8;0;   SET OPTIONS     ;
250;  DISPLAY TYPE  ;27;8;0; LEVEL=0  ;20652;8;0;   SET OPTIONS     ;
250;  SET BATTERY   ;1;16;1;     48V  ;20671;8;0;    ADJUSTMENT     ;
250;ADJUST KEY VOLT.;2;16;131;  50.16V  ;20672;8;0;    ADJUSTMENT     ;
250; ADJUST BATTERY ;3;16;123;  50.30V  ;20679;8;0;    ADJUSTMENT     ;
250;SET POSITIVE PEB;4;16;4;     48V  ;20683;8;0;    ADJUSTMENT     ;
250;SET  PBRK.  MIN ;5;16;16;   0.62V  ;20790;8;0;    ADJUSTMENT     ;
250;SET  PBRK.  MAX ;6;16;249;   9.76V  ;20791;8;0;    ADJUSTMENT     ;
250;    MIN LOWER   ;7;16;5;   0.19V  ;8444;8;0;    ADJUSTMENT     ;
250;    MAX LOWER   ;8;16;239;   9.37V  ;8443;8;0;    ADJUSTMENT     ;
250;THROTTLE 0 ZONE ;9;16;5;      5%  ;8413;8;0;    ADJUSTMENT     ;
250;THROTTLE X1 MAP ;10;16;20;     20%  ;8416;8;0;    ADJUSTMENT     ;
250;THROTTLE Y1 MAP ;11;16;10;     10%  ;8417;8;0;    ADJUSTMENT     ;
250;THROTTLE X2 MAP ;12;16;50;     50%  ;20656;8;0;    ADJUSTMENT     ;
250;THROTTLE Y2 MAP ;13;16;40;     40%  ;20657;8;0;    ADJUSTMENT     ;
250;THROTTLE X3 MAP ;14;16;80;     80%  ;20658;8;0;    ADJUSTMENT     ;
250;THROTTLE Y3 MAP ;15;16;75;     75%  ;20659;8;0;    ADJUSTMENT     ;
250;BAT. MIN ADJ.   ;16;16;0;    0.0%  ;8370;8;0;    ADJUSTMENT     ;
250;BAT. MAX ADJ.   ;17;16;245;   -1.1%  ;8369;8;0;    ADJUSTMENT     ;
250;BDI ADJ STARTUP ;18;16;10;    1.0%  ;8439;8;0;    ADJUSTMENT     ;
250;   BDI RESET    ;19;16;30;     30%  ;20676;8;0;    ADJUSTMENT     ;
250;BATT.LOW TRESHLD;20;16;10;     10%  ;20720;8;0;    ADJUSTMENT     ;
250;BAT.ENERGY SAVER;21;16;255;  100.0%  ;20821;8;0;    ADJUSTMENT     ;
250;VOLTAGE THR LOW ;22;16;80;     80%  ;20592;8;0;    ADJUSTMENT     ;
250;VOLTAGE THR HIGH;23;16;120;    120%  ;20593;8;0;    ADJUSTMENT     ;
250;STEER RIGHT VOLT;24;16;255;   5.00V  ;20706;8;0;    ADJUSTMENT     ;
250;STEER LEFT VOLT ;25;16;0;   0.00V  ;20707;8;0;    ADJUSTMENT     ;
250;STEER ZERO VOLT ;26;16;128;   2.50V  ;20708;8;0;    ADJUSTMENT     ;
250; MAX ANGLE RIGHT;27;16;90;     90°  ;20709;8;0;    ADJUSTMENT     ;
250; MAX ANGLE LEFT ;28;16;90;     90°  ;20710;8;0;    ADJUSTMENT     ;
250;STEER DEAD ANGLE;29;16;10;     10°  ;20722;8;0;    ADJUSTMENT     ;
250; STEER ANGLE 1  ;30;16;20;     20°  ;20724;8;0;    ADJUSTMENT     ;
250; STEER ANGLE 2  ;31;16;85;     85°  ;20725;8;0;    ADJUSTMENT     ;
250;  SPEED FACTOR  ;32;16;140;    140   ;20682;8;0;    ADJUSTMENT     ;
250;  SPEED ON MDI  ;33;16;0;     OFF ;20681;8;0;    ADJUSTMENT     ;
250;LOAD HM FROM MDI;34;16;0;     OFF ;8426;8;0;    ADJUSTMENT     ;
250; CHECK UP DONE  ;35;16;0;     OFF ;8420;8;0;    ADJUSTMENT     ;
250; CHECK UP TYPE  ;36;16;0;    NONE ;8421;8;0;    ADJUSTMENT     ;
250;   MC VOLTAGE   ;37;16;100;    100%  ;8376;8;0;    ADJUSTMENT     ;
250; MC VOLTAGE RED.;38;16;69;     69%  ;8378;8;0;    ADJUSTMENT     ;
250;   EB VOLTAGE   ;39;16;100;    100%  ;8436;8;0;    ADJUSTMENT     ;
250; EB VOLTAGE RED.;40;16;100;    100%  ;8435;8;0;    ADJUSTMENT     ;
250;    PWM EV1     ;41;16;255;  100.0%  ;8277;8;0;    ADJUSTMENT     ;
250;MAX. MOTOR TEMP.;42;16;150;    150°C ;20716;8;0;    ADJUSTMENT     ;
250;STOP MOTOR TEMP.;43;16;170;    170°C ;20717;8;0;    ADJUSTMENT     ;
250;MOT.T. T.CUTBACK;44;16;77;   30.1%  ;20820;8;0;    ADJUSTMENT     ;
250; ADJUSTMENT #01 ;1;20;19;  110.8%  ;8351;8;0; SPECIAL ADJUST.   ;
250; ADJUSTMENT #02 ;2;20;16;  109.6%  ;8350;8;0; SPECIAL ADJUST.   ;
250;CURR. SENS. COMP;3;20;1;      ON ;8347;8;0; SPECIAL ADJUST.   ;
250; CURR. FALLBACK ;4;20;0;     OFF ;8346;8;0; SPECIAL ADJUST.   ;
250;  SET CURRENT   ;5;20;4;    500A  ;8334;8;0; SPECIAL ADJUST.   ;
250;SET TEMPERATURE ;6;20;101;      0°C ;8333;8;0; SPECIAL ADJUST.   ;
250;HW BATTERY RANGE;7;20;1;      1   ;20747;8;0; SPECIAL ADJUST.   ;
250;PWM AT LOW FREQ ;8;20;1;   8000Hz ;20650;8;0; SPECIAL ADJUST.   ;
250;PWM AT HIGH FREQ;9;20;1;   8000Hz ;20649;8;0; SPECIAL ADJUST.   ;
250; FREQ TO SWITCH ;10;20;80;     80Hz ;20648;8;0; SPECIAL ADJUST.   ;
250;DITHER AMPLITUDE;11;20;2;    2.3%  ;8424;8;0; SPECIAL ADJUST.   ;
250;DITHER FREQUENCY;12;20;5;   31.2Hz ;8423;8;0; SPECIAL ADJUST.   ;
250;  HIGH ADDRESS  ;13;20;0;      0   ;8406;8;0; SPECIAL ADJUST.   ;
250; CAN BUS SPEED  ;14;20;2;    125   ;20654;8;0; SPECIAL ADJUST.   ;
250; EXTENDED FORMAT;15;20;0;     OFF ;20792;8;0; SPECIAL ADJUST.   ;
250;DEBUG CANMESSAGE;16;20;0; LEVEL=0  ;8368;8;0; SPECIAL ADJUST.   ;
250;CONTROLLER TYPE ;17;20;0;      0   ;8432;8;0; SPECIAL ADJUST.   ;
250;  SAFETY LEVEL  ;18;20;3; LEVEL=3  ;8381;8;0; SPECIAL ADJUST.   ;
250; RS232 CONSOLLE ;19;20;0;     OFF ;20653;8;0; SPECIAL ADJUST.   ;
250;ID CANOPEN OFST ;20;20;1;      8   ;20700;8;0; SPECIAL ADJUST.   ;
250;2ND SDO ID OFST ;21;20;0;      0   ;20701;8;0; SPECIAL ADJUST.   ;
250;VDC START UP LIM;22;20;129;    129%  ;20645;8;0; SPECIAL ADJUST.   ;
250; VDC UP LIMIT   ;23;20;140;    140%  ;20646;8;0; SPECIAL ADJUST.   ;
250;VDC START DW LIM;24;20;75;     75%  ;20643;8;0; SPECIAL ADJUST.   ;
250; VDC DW LIMIT   ;25;20;58;     58%  ;20644;8;0; SPECIAL ADJUST.   ;
250; TOP MAX SPEED  ;1;24;10;    100Hz ;8371;8;0; HARDWARE SETTING  ;
250;CONF.POSITIVE LC;2;24;0; LEVEL=0  ;20660;8;0; HARDWARE SETTING  ;
250;FEEDBACK SENSOR ;3;24;0;      0   ;20733;8;0; HARDWARE SETTING  ;
250;SENSOR ANGLE DEL;4;24;0;    0.0°  ;20819;8;0; HARDWARE SETTING  ;
250;ANGLE IDRMS COMP;5;24;0;    0.0°  ;20822;8;0; HARDWARE SETTING  ;
250;DIAG. ROTOR LOCK;6;24;0;     OFF ;8418;8;0; HARDWARE SETTING  ;
250;DIAG. LC  CLOSED;7;24;0;      ON ;20803;8;0; HARDWARE SETTING  ;
250;DIAG. LC  OPEN  ;8;24;0;      ON ;20804;8;0; HARDWARE SETTING  ;
250;DIAG. PW MIS02  ;9;24;1;     OFF ;20826;8;0; HARDWARE SETTING  ;
250;REST MONITOR SPD;10;24;0;      3Hz ;20813;8;0; HARDWARE SETTING  ;
250;DIAG.JUMP SENSOR;11;24;30;     30Hz ;20808;8;0; HARDWARE SETTING  ;
250;DEAD TIME COMP. ;12;24;0;     OFF ;8245;8;0; HARDWARE SETTING  ;
250;DECOUPLING Q-D  ;13;24;0;     OFF ;20664;8;0; HARDWARE SETTING  ;
250; ED COMPENSATION;14;24;0;     OFF ;20712;8;0; HARDWARE SETTING  ;
250; DC-LINK COMP.  ;15;24;1;      ON ;20757;8;0; HARDWARE SETTING  ;
250;ENABLE WEAKENING;16;24;1;      ON ;8419;8;0; HARDWARE SETTING  ;
250; ENABLE  MOTION ;17;24;1;      ON ;8363;8;0; HARDWARE SETTING  ;
250;OVER CURRENT PRO;18;24;0;     OFF ;20827;8;0; HARDWARE SETTING  ;
250;0:CL 1:SSL 2:OL ;19;24;0; LEVEL=0  ;20661;8;0; HARDWARE SETTING  ;
250; TORQUE CONTROL ;20;24;0;     OFF ;8365;8;0; HARDWARE SETTING  ;
250; BRAKING TORQUE ;21;24;1;      ON ;8366;8;0; HARDWARE SETTING  ;
250;RS* AT 25DEG  MO;22;24;45;    0.2   ;8384;8;0; HARDWARE SETTING  ;
250;LD*INDUCTANCE UH;23;24;47;      2   ;20743;8;0; HARDWARE SETTING  ;
250;LQ*INDUCTANCE UH;24;24;47;      2   ;20744;8;0; HARDWARE SETTING  ;
250;   ID RMS MIN   ;25;24;0;      0A  ;20758;8;0; HARDWARE SETTING  ;
250;IDRMS MIN DEFLUX;26;24;0;      0A  ;20832;8;0; HARDWARE SETTING  ;
250;   ID RMS MAX   ;27;24;125;    250A  ;8385;8;0; HARDWARE SETTING  ;
250;ID ANTIROLL  SSL;28;24;16;     32A  ;20770;8;0; HARDWARE SETTING  ;
250; CUR.ANGLE GAIN ;29;24;188;      2   ;20768;8;0; HARDWARE SETTING  ;
250;CUR.ANGLE OFFSET;30;24;68;    0.2°  ;20769;8;0; HARDWARE SETTING  ;
250;MAX FLUX WB/1000;31;24;80;    160   ;8386;8;0; HARDWARE SETTING  ;
250;TR MSEC AT 25DEG;32;24;29;     87   ;8387;8;0; HARDWARE SETTING  ;
250; ANTICLUNK TIME ;33;24;0;   0.00   ;20760;8;0; HARDWARE SETTING  ;
250; ANTICLUNK RAMP ;34;24;50;    5.0   ;20761;8;0; HARDWARE SETTING  ;
250; KP GAIN IQSP L ;35;24;0;      0   ;20762;8;0; HARDWARE SETTING  ;
250; KP GAIN IQSP H ;36;24;5;      5   ;20759;8;0; HARDWARE SETTING  ;
250;KP GAIN IQSP RES;37;24;0; LEVEL=0  ;20786;8;0; HARDWARE SETTING  ;
250;KI GAIN IQSP SM ;38;24;25;     25   ;20763;8;0; HARDWARE SETTING  ;
250;KI GAIN IQSP LA ;39;24;10;     10   ;20764;8;0; HARDWARE SETTING  ;
250;KI GAIN IQSP RIL;40;24;30;     30   ;20765;8;0; HARDWARE SETTING  ;
250;KI GAIN IQSP STO;41;24;25;     25   ;20766;8;0; HARDWARE SETTING  ;
250;KI GAIN IQSP ROL;42;24;25;     25   ;20767;8;0; HARDWARE SETTING  ;
250;KI G.IQ.CTB HSPD;43;24;0;      0%  ;20787;8;0; HARDWARE SETTING  ;
250;KI GAIN COMPENS.;44;24;0;      0   ;20809;8;0; HARDWARE SETTING  ;
250;  KP GAIN VQSP  ;45;24;10;     20   ;20751;8;0; HARDWARE SETTING  ;
250;  KI GAIN VQSP  ;46;24;5;     10   ;20752;8;0; HARDWARE SETTING  ;
250;  KP GAIN VDSP  ;47;24;10;     20   ;20753;8;0; HARDWARE SETTING  ;
250;  KI GAIN VDSP  ;48;24;5;     10   ;20754;8;0; HARDWARE SETTING  ;
250;  KP GAIN WEAK  ;49;24;20;     20   ;20755;8;0; HARDWARE SETTING  ;
250;  KI GAIN WEAK  ;50;24;10;     10   ;20756;8;0; HARDWARE SETTING  ;
250;FREQMAX FOR IMAX;51;24;50;     50Hz ;8394;8;0; HARDWARE SETTING  ;
250;     IQMAX1     ;52;24;77;    308A  ;8395;8;0; HARDWARE SETTING  ;
250;FREQ1 FOR IQMAX1;53;24;60;     60Hz ;8396;8;0; HARDWARE SETTING  ;
250;     IQMAX2     ;54;24;69;    276A  ;8397;8;0; HARDWARE SETTING  ;
250;FREQ2 FOR IQMAX2;55;24;80;     80Hz ;8398;8;0; HARDWARE SETTING  ;
250;     IQMAX3     ;56;24;62;    248A  ;8399;8;0; HARDWARE SETTING  ;
250;FREQ3 FOR IQMAX3;57;24;100;    100Hz ;8400;8;0; HARDWARE SETTING  ;
250; FREQ IMAX BRK  ;58;24;50;     50Hz ;8304;8;0; HARDWARE SETTING  ;
250;   IQMAX1 BRK   ;59;24;77;    308A  ;8305;8;0; HARDWARE SETTING  ;
250; FREQ1 IQ1 BRK  ;60;24;60;     60Hz ;8306;8;0; HARDWARE SETTING  ;
250;   IQMAX2 BRK   ;61;24;69;    276A  ;8307;8;0; HARDWARE SETTING  ;
250; FREQ2 IQ2 BRK  ;62;24;80;     80Hz ;8308;8;0; HARDWARE SETTING  ;
250;   IQMAX3 BRK   ;63;24;62;    248A  ;8309;8;0; HARDWARE SETTING  ;
250; FREQ3 IQ3 BRK  ;64;24;100;    100Hz ;8310;8;0; HARDWARE SETTING  ;
250; OVERMODULATION ;65;24;100;    100%  ;8430;8;0; HARDWARE SETTING  ;
250;ROTATION CW ENC ;66;24;0;OPTION #1;20713;8;0; HARDWARE SETTING  ;
250;ROTATION CW MOT ;67;24;1;OPTION #2;20675;8;0; HARDWARE SETTING  ;
250;ENCODER PULSES 1;68;24;2;     64   ;20702;8;0; HARDWARE SETTING  ;
250;ENCODER PULSES 2;69;24;2;     64   ;20703;8;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 1;70;24;2;      2   ;20704;8;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 2;71;24;2;      2   ;20705;8;0; HARDWARE SETTING  ;
250;   HYDRO TIME   ;1;28;20;    2.0   ;20694;8;0;  HYDRO SETTING    ;
250; HYDRO FUNCTION ;2;28;0;    NONE ;20695;8;0;  HYDRO SETTING    ;
