[Info]

Chopper_Name=AXMP2K  2 ZP1.14
Chopper_Node=20
Chopper_Hour=0
User_Comment=
Program_Version=ZAPI Smart Console *CONS4AFG ZP028*
Save_Date=2020/04/29 11:51:42


[Code;Name;Position;Menu;Value;Scaled Value;CodeOpenCan;Node;NotSaved;NameMenu]
250;MAX. CURRENT BRK;18;4;40;     40%  ;8256;20;0; PARAMETER CHANGE  ;
250;   ACC SMOOTH   ;19;4;10;    1.0   ;8401;20;0; PARAMETER CHANGE  ;
250;  STOP SMOOTH   ;20;4;10;     10Hz ;8403;20;0; PARAMETER CHANGE  ;
250;EB. ENGAGE DELAY;21;4;4;   0.04   ;8247;20;0; PARAMETER CHANGE  ;
250; AUXILIARY TIME ;22;4;4;    0.4   ;8248;20;0; PARAMETER CHANGE  ;
250;ROLLING DW SPEED;23;4;5;      5Hz ;8446;20;0; PARAMETER CHANGE  ;
250;    MIN EVP     ;24;4;16;    6.2%  ;8438;20;0; PARAMETER CHANGE  ;
250;    MAX EVP     ;25;4;249;   97.6%  ;8437;20;0; PARAMETER CHANGE  ;
250; EVP OPEN DELAY ;26;4;16;   0.80   ;8442;20;0; PARAMETER CHANGE  ;
250;EVP CLOSE DELAY ;27;4;16;   0.80   ;8441;20;0; PARAMETER CHANGE  ;
250;HM DISPLAY OPT. ;1;8;4;      4   ;20748;20;0;   SET OPTIONS     ;
250;HM CUSTOM 1 OPT.;2;8;0;      0   ;20749;20;0;   SET OPTIONS     ;
250;HM CUSTOM 2 OPT.;3;8;1;      1   ;20750;20;0;   SET OPTIONS     ;
250;TILL/SEAT SWITCH;4;8;0;    SEAT ;8297;20;0;   SET OPTIONS     ;
250; BATTERY CHECK  ;5;8;0; LEVEL=0  ;8313;20;0;   SET OPTIONS     ;
250;  STOP ON RAMP  ;6;8;1;      ON ;8425;20;0;   SET OPTIONS     ;
250;PULL IN BRAKING ;7;8;0;     OFF ;20795;20;0;   SET OPTIONS     ;
250; SOFT LANDING   ;8;8;0;     OFF ;20796;20;0;   SET OPTIONS     ;
250;QUICK INVERSION ;9;8;2;   TIMED ;8292;20;0;   SET OPTIONS     ;
250; MAIN POT. TYPE ;10;8;0;      0   ;20730;20;0;   SET OPTIONS     ;
250; AUX POT. TYPE  ;11;8;0;      0   ;20687;20;0;   SET OPTIONS     ;
250;SET MOT.TEMPERAT;12;8;0;    NONE ;8433;20;0;   SET OPTIONS     ;
250; M.C. FUNCTION  ;13;8;0;     OFF ;8377;20;0;   SET OPTIONS     ;
250; M.C. OUTPUT    ;14;8;0;  ABSENT ;8427;20;0;   SET OPTIONS     ;
250; EBRAKE ON APPL.;15;8;0;  ABSENT ;20715;20;0;   SET OPTIONS     ;
250;AUX OUT FUNCTION;16;8;0;    NONE ;8431;20;0;   SET OPTIONS     ;
250;ACCEL MODULATION;17;8;1;      ON ;8415;20;0;   SET OPTIONS     ;
250;    EVP TYPE    ;18;8;0;    NONE ;8422;20;0;   SET OPTIONS     ;
250;      EV1       ;19;8;0;  ABSENT ;8404;20;0;   SET OPTIONS     ;
250;      EV2       ;20;8;0;  ABSENT ;20665;20;0;   SET OPTIONS     ;
250;      EV3       ;21;8;0;  ABSENT ;20666;20;0;   SET OPTIONS     ;
250;  HIGH DYNAMIC  ;22;8;0;     OFF ;20731;20;0;   SET OPTIONS     ;
250;     HORN       ;23;8;0;  ABSENT ;20673;20;0;   SET OPTIONS     ;
250;  DISPLAY TYPE  ;24;8;0; LEVEL=0  ;20652;20;0;   SET OPTIONS     ;
250;  SET BATTERY   ;1;16;1;     48V  ;20671;20;0;    ADJUSTMENT     ;
250;ADJUST KEY VOLT.;2;16;120;  50.54V  ;20672;20;0;    ADJUSTMENT     ;
250; ADJUST BATTERY ;3;16;114;  49.82V  ;20679;20;0;    ADJUSTMENT     ;
250;SET POSITIVE PEB;4;16;1;     24V  ;20683;20;0;    ADJUSTMENT     ;
250;  MIN LIFT DC   ;5;16;5;   0.19V  ;20686;20;0;    ADJUSTMENT     ;
250;  MAX LIFT DC   ;6;16;239;   9.37V  ;8445;20;0;    ADJUSTMENT     ;
250;    MIN LOWER   ;7;16;5;   0.19V  ;8444;20;0;    ADJUSTMENT     ;
250;    MAX LOWER   ;8;16;239;   9.37V  ;8443;20;0;    ADJUSTMENT     ;
250;THROTTLE 0 ZONE ;9;16;5;      5%  ;8413;20;0;    ADJUSTMENT     ;
250;THROTTLE X1 MAP ;10;16;20;     20%  ;8416;20;0;    ADJUSTMENT     ;
250;THROTTLE Y1 MAP ;11;16;10;     10%  ;8417;20;0;    ADJUSTMENT     ;
250;THROTTLE X2 MAP ;12;16;50;     50%  ;20656;20;0;    ADJUSTMENT     ;
250;THROTTLE Y2 MAP ;13;16;40;     40%  ;20657;20;0;    ADJUSTMENT     ;
250;THROTTLE X3 MAP ;14;16;80;     80%  ;20658;20;0;    ADJUSTMENT     ;
250;THROTTLE Y3 MAP ;15;16;75;     75%  ;20659;20;0;    ADJUSTMENT     ;
250;BAT. MIN ADJ.   ;16;16;0;    0.0%  ;8370;20;0;    ADJUSTMENT     ;
250;BAT. MAX ADJ.   ;17;16;245;   -1.1%  ;8369;20;0;    ADJUSTMENT     ;
250;BDI ADJ STARTUP ;18;16;10;    1.0%  ;8439;20;0;    ADJUSTMENT     ;
250;   BDI RESET    ;19;16;30;     30%  ;20676;20;0;    ADJUSTMENT     ;
250;BATT.LOW TRESHLD;20;16;10;     10%  ;20720;20;0;    ADJUSTMENT     ;
250;BAT.ENERGY SAVER;21;16;255;  100.0%  ;20821;20;0;    ADJUSTMENT     ;
250;LOAD HM FROM MDI;22;16;0;     OFF ;8426;20;0;    ADJUSTMENT     ;
250; CHECK UP DONE  ;23;16;0;     OFF ;8420;20;0;    ADJUSTMENT     ;
250; CHECK UP TYPE  ;24;16;0;    NONE ;8421;20;0;    ADJUSTMENT     ;
250;   MC VOLTAGE   ;25;16;100;    100%  ;8376;20;0;    ADJUSTMENT     ;
250; MC VOLTAGE RED.;26;16;100;    100%  ;8378;20;0;    ADJUSTMENT     ;
250;   EB VOLTAGE   ;27;16;100;    100%  ;8436;20;0;    ADJUSTMENT     ;
250; EB VOLTAGE RED.;28;16;100;    100%  ;8435;20;0;    ADJUSTMENT     ;
250;    PWM EV2     ;29;16;255;  100.0%  ;8440;20;0;    ADJUSTMENT     ;
250;    PWM EV3     ;30;16;255;  100.0%  ;20651;20;0;    ADJUSTMENT     ;
250;MAX. MOTOR TEMP.;31;16;150;    150°C ;20716;20;0;    ADJUSTMENT     ;
250;STOP MOTOR TEMP.;32;16;170;    170°C ;20717;20;0;    ADJUSTMENT     ;
250;MOT.T. T.CUTBACK;33;16;77;   30.1%  ;20820;20;0;    ADJUSTMENT     ;
250; ADJUSTMENT #01 ;1;20;187;   75.4%  ;8351;20;0; SPECIAL ADJUST.   ;
250; ADJUSTMENT #02 ;2;20;190;   76.6%  ;8350;20;0; SPECIAL ADJUST.   ;
250;CURR. SENS. COMP;3;20;0;     OFF ;8347;20;0; SPECIAL ADJUST.   ;
250; CURR. FALLBACK ;4;20;0;     OFF ;8346;20;0; SPECIAL ADJUST.   ;
250;  SET CURRENT   ;5;20;0;    140A  ;8334;20;0; SPECIAL ADJUST.   ;
250;SET TEMPERATURE ;6;20;100;      0°C ;8333;20;0; SPECIAL ADJUST.   ;
250;HW BATTERY RANGE;7;20;1;      1   ;20747;20;0; SPECIAL ADJUST.   ;
250; DUTY PWM CTRAP ;8;20;185;   72.5   ;8383;20;0; SPECIAL ADJUST.   ;
250;PWM AT LOW FREQ ;9;20;1;   8000Hz ;20650;20;0; SPECIAL ADJUST.   ;
250;PWM AT HIGH FREQ;10;20;1;   8000Hz ;20649;20;0; SPECIAL ADJUST.   ;
250; FREQ TO SWITCH ;11;20;80;     80Hz ;20648;20;0; SPECIAL ADJUST.   ;
250;DITHER AMPLITUDE;12;20;2;    2.3%  ;8424;20;0; SPECIAL ADJUST.   ;
250;DITHER FREQUENCY;13;20;5;   31.2Hz ;8423;20;0; SPECIAL ADJUST.   ;
250;  HIGH ADDRESS  ;14;20;0;      0   ;8406;20;0; SPECIAL ADJUST.   ;
250; CAN BUS SPEED  ;15;20;2;    125   ;20654;20;0; SPECIAL ADJUST.   ;
250; EXTENDED FORMAT;16;20;0;     OFF ;20792;20;0; SPECIAL ADJUST.   ;
250;DEBUG CANMESSAGE;17;20;0; LEVEL=0  ;8368;20;0; SPECIAL ADJUST.   ;
250;CONTROLLER TYPE ;18;20;1;      1   ;8432;20;0; SPECIAL ADJUST.   ;
250;  SAFETY LEVEL  ;19;20;3; LEVEL=3  ;8381;20;0; SPECIAL ADJUST.   ;
250; RS232 CONSOLLE ;20;20;0;     OFF ;20653;20;0; SPECIAL ADJUST.   ;
250;2ND SDO ID OFST ;21;20;0;      0   ;20701;20;0; SPECIAL ADJUST.   ;
250;VDC START UP LIM;22;20;129;    129%  ;20645;20;0; SPECIAL ADJUST.   ;
250; VDC UP LIMIT   ;23;20;140;    140%  ;20646;20;0; SPECIAL ADJUST.   ;
250;VDC START DW LIM;24;20;75;     75%  ;20643;20;0; SPECIAL ADJUST.   ;
250; VDC DW LIMIT   ;25;20;58;     58%  ;20644;20;0; SPECIAL ADJUST.   ;
250; TOP MAX SPEED  ;1;24;10;    100Hz ;8371;20;0; HARDWARE SETTING  ;
250;CONF.POSITIVE LC;2;24;1; LEVEL=1  ;20660;20;0; HARDWARE SETTING  ;
250;FEEDBACK SENSOR ;3;24;0;      0   ;20733;20;0; HARDWARE SETTING  ;
250;SENSOR ANGLE DEL;4;24;0;    0.0°  ;20819;20;0; HARDWARE SETTING  ;
250;ANGLE IDRMS COMP;5;24;0;    0.0°  ;20822;20;0; HARDWARE SETTING  ;
250;  POSITIVE E.B. ;6;24;2; LEVEL=2  ;8379;20;0; HARDWARE SETTING  ;
250;DIAG. ROTOR LOCK;7;24;1;      ON ;8418;20;0; HARDWARE SETTING  ;
250;DIAG. LC  CLOSED;8;24;0;      ON ;20803;20;0; HARDWARE SETTING  ;
250;DIAG. LC  OPEN  ;9;24;0;      ON ;20804;20;0; HARDWARE SETTING  ;
250;DIAG. PW MIS02  ;10;24;0;      ON ;20826;20;0; HARDWARE SETTING  ;
250;REST MONITOR SPD;11;24;0;      0Hz ;20813;20;0; HARDWARE SETTING  ;
250;DIAG.JUMP SENSOR;12;24;30;     30Hz ;20808;20;0; HARDWARE SETTING  ;
250;DEAD TIME COMP. ;13;24;1;      ON ;8245;20;0; HARDWARE SETTING  ;
250;DECOUPLING Q-D  ;14;24;0;     OFF ;20664;20;0; HARDWARE SETTING  ;
250; ED COMPENSATION;15;24;0;     OFF ;20712;20;0; HARDWARE SETTING  ;
250; DC-LINK COMP.  ;16;24;1;      ON ;20757;20;0; HARDWARE SETTING  ;
250;ENABLE WEAKENING;17;24;1;      ON ;8419;20;0; HARDWARE SETTING  ;
250; ENABLE  MOTION ;18;24;1;      ON ;8363;20;0; HARDWARE SETTING  ;
250;OVER CURRENT PRO;19;24;0;     OFF ;20827;20;0; HARDWARE SETTING  ;
250;0:CL 1:SSL 2:OL ;20;24;0; LEVEL=0  ;20661;20;0; HARDWARE SETTING  ;
250; TORQUE CONTROL ;21;24;0;     OFF ;8365;20;0; HARDWARE SETTING  ;
250; BRAKING TORQUE ;22;24;1;      ON ;8366;20;0; HARDWARE SETTING  ;
250;RS* AT 25DEG  MO;23;24;37;    3.7   ;8384;20;0; HARDWARE SETTING  ;
250;LD*INDUCTANCE UH;24;24;20;     20   ;20743;20;0; HARDWARE SETTING  ;
250;LQ*INDUCTANCE UH;25;24;20;     20   ;20744;20;0; HARDWARE SETTING  ;
250;   ID RMS MIN   ;26;24;0;      0A  ;20758;20;0; HARDWARE SETTING  ;
250;   ID RMS MAX   ;27;24;56;    112A  ;8385;20;0; HARDWARE SETTING  ;
250;ID ANTIROLL  SSL;28;24;33;     66A  ;20770;20;0; HARDWARE SETTING  ;
250; CUR.ANGLE GAIN ;29;24;0;      0   ;20768;20;0; HARDWARE SETTING  ;
250;CUR.ANGLE OFFSET;30;24;0;    0.0°  ;20769;20;0; HARDWARE SETTING  ;
250;MAX FLUX WB/1000;31;24;50;    100   ;8386;20;0; HARDWARE SETTING  ;
250;TR MSEC AT 25DEG;32;24;60;    180   ;8387;20;0; HARDWARE SETTING  ;
250; ANTICLUNK TIME ;33;24;18;   0.18   ;20760;20;0; HARDWARE SETTING  ;
250; ANTICLUNK RAMP ;34;24;50;    5.0   ;20761;20;0; HARDWARE SETTING  ;
250; KP GAIN IQSP L ;35;24;0;      0   ;20762;20;0; HARDWARE SETTING  ;
250; KP GAIN IQSP H ;36;24;5;      5   ;20759;20;0; HARDWARE SETTING  ;
250;KP GAIN IQSP RES;37;24;0; LEVEL=0  ;20786;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP SM ;38;24;25;     25   ;20763;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP LA ;39;24;10;     10   ;20764;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP RIL;40;24;30;     30   ;20765;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP STO;41;24;25;     25   ;20766;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP ROL;42;24;25;     25   ;20767;20;0; HARDWARE SETTING  ;
250;KI G.IQ.CTB HSPD;43;24;0;      0%  ;20787;20;0; HARDWARE SETTING  ;
250;KI GAIN COMPENS.;44;24;0;      0   ;20809;20;0; HARDWARE SETTING  ;
250;  KP GAIN VQSP  ;45;24;10;     20   ;20751;20;0; HARDWARE SETTING  ;
250;  KI GAIN VQSP  ;46;24;10;     20   ;20752;20;0; HARDWARE SETTING  ;
250;  KP GAIN VDSP  ;47;24;10;     20   ;20753;20;0; HARDWARE SETTING  ;
250;  KI GAIN VDSP  ;48;24;10;     20   ;20754;20;0; HARDWARE SETTING  ;
250;  KP GAIN WEAK  ;49;24;10;     10   ;20755;20;0; HARDWARE SETTING  ;
250;  KI GAIN WEAK  ;50;24;10;     10   ;20756;20;0; HARDWARE SETTING  ;
250;FREQMAX FOR IMAX;51;24;70;     70Hz ;8394;20;0; HARDWARE SETTING  ;
250;     IQMAX1     ;52;24;50;    200A  ;8395;20;0; HARDWARE SETTING  ;
250;FREQ1 FOR IQMAX1;53;24;90;     90Hz ;8396;20;0; HARDWARE SETTING  ;
250;     IQMAX2     ;54;24;40;    160A  ;8397;20;0; HARDWARE SETTING  ;
250;FREQ2 FOR IQMAX2;55;24;110;    110Hz ;8398;20;0; HARDWARE SETTING  ;
250;     IQMAX3     ;56;24;35;    140A  ;8399;20;0; HARDWARE SETTING  ;
250;FREQ3 FOR IQMAX3;57;24;130;    130Hz ;8400;20;0; HARDWARE SETTING  ;
250; FREQ IMAX BRK  ;58;24;70;     70Hz ;8304;20;0; HARDWARE SETTING  ;
250;   IQMAX1 BRK   ;59;24;50;    200A  ;8305;20;0; HARDWARE SETTING  ;
250; FREQ1 IQ1 BRK  ;60;24;90;     90Hz ;8306;20;0; HARDWARE SETTING  ;
250;   IQMAX2 BRK   ;61;24;40;    160A  ;8307;20;0; HARDWARE SETTING  ;
250; FREQ2 IQ2 BRK  ;62;24;110;    110Hz ;8308;20;0; HARDWARE SETTING  ;
250;   IQMAX3 BRK   ;63;24;35;    140A  ;8309;20;0; HARDWARE SETTING  ;
250; FREQ3 IQ3 BRK  ;64;24;130;    130Hz ;8310;20;0; HARDWARE SETTING  ;
250; OVERMODULATION ;65;24;100;    100%  ;8430;20;0; HARDWARE SETTING  ;
250;ROTATION CW ENC ;66;24;1;OPTION #2;20713;20;0; HARDWARE SETTING  ;
250;ROTATION CW MOT ;67;24;0;OPTION #1;20675;20;0; HARDWARE SETTING  ;
250;ENCODER PULSES 1;68;24;1;     48   ;20702;20;0; HARDWARE SETTING  ;
250;ENCODER PULSES 2;69;24;1;     48   ;20703;20;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 1;70;24;2;      2   ;20704;20;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 2;71;24;2;      2   ;20705;20;0; HARDWARE SETTING  ;
250;    DC PUMP     ;1;28;0;     OFF ;20685;20;0;  HYDRO SETTING    ;
250;   HYDRO TIME   ;2;28;20;    2.0   ;20694;20;0;  HYDRO SETTING    ;


[End]

[Validation]
Code=E50F

[Stop]
