[Info]

Chopper_Name=A2ML2C  2 ZP1.32
Chopper_Node=16
Chopper_Hour=0
User_Comment=
Program_Version=ZAPI Smart Console *CONS4AFG ZP028*
Save_Date=2020/04/29 11:51:07


[Code;Name;Position;Menu;Value;Scaled Value;CodeOpenCan;Node;NotSaved;NameMenu]
250; EXTENDED FORMAT;15;20;0;     OFF ;20792;16;0; SPECIAL ADJUST.   ;
250;DEBUG CANMESSAGE;16;20;0; LEVEL=0  ;8368;16;0; SPECIAL ADJUST.   ;
250;CONTROLLER TYPE ;17;20;4;      4   ;8432;16;0; SPECIAL ADJUST.   ;
250; RS232 CONSOLLE ;18;20;0;     OFF ;20653;16;0; SPECIAL ADJUST.   ;
250;2ND SDO ID OFST ;19;20;0;      0   ;20701;16;0; SPECIAL ADJUST.   ;
250;CONF.POSITIVE LC;1;24;0; LEVEL=0  ;20660;16;0; HARDWARE SETTING  ;
250;FEEDBACK SENSOR ;2;24;0;      0   ;20733;16;0; HARDWARE SETTING  ;
250;SENSOR ANGLE DEL;3;24;0;    0.0°  ;20819;16;0; HARDWARE SETTING  ;
250;ANGLE IDRMS COMP;4;24;0;    0.0°  ;20822;16;0; HARDWARE SETTING  ;
250;DIAG. LC  CLOSED;5;24;0;      ON ;20803;16;0; HARDWARE SETTING  ;
250;DIAG. LC  OPEN  ;6;24;0;      ON ;20804;16;0; HARDWARE SETTING  ;
250;DIAG. PW MIS02  ;7;24;1;     OFF ;20826;16;0; HARDWARE SETTING  ;
250;REST MONITOR SPD;8;24;0;      0Hz ;20813;16;0; HARDWARE SETTING  ;
250;DIAG.JUMP SENSOR;9;24;30;     30Hz ;20808;16;0; HARDWARE SETTING  ;
250;DECOUPLING Q-D  ;10;24;0;     OFF ;20664;16;0; HARDWARE SETTING  ;
250; ED COMPENSATION;11;24;0;     OFF ;20712;16;0; HARDWARE SETTING  ;
250; DC-LINK COMP.  ;12;24;1;      ON ;20757;16;0; HARDWARE SETTING  ;
250; ENABLE  MOTION ;13;24;1;      ON ;8363;16;0; HARDWARE SETTING  ;
250;OVER CURRENT PRO;14;24;0;     OFF ;20827;16;0; HARDWARE SETTING  ;
250;  SLV HELP INT  ;15;24;0;      0%  ;20624;16;0; HARDWARE SETTING  ;
250;  SLV FREE LVL  ;16;24;100;    100%  ;20625;16;0; HARDWARE SETTING  ;
250;ROTATION CW ENC ;17;24;1;OPTION #2;20713;16;0; HARDWARE SETTING  ;
250;ROTATION CW MOT ;18;24;0;OPTION #1;20675;16;0; HARDWARE SETTING  ;
250;ENCODER PULSES 1;19;24;3;     80   ;20702;16;0; HARDWARE SETTING  ;
250;ENCODER PULSES 2;20;24;3;     80   ;20703;16;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 1;21;24;2;      2   ;20704;16;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 2;22;24;2;      2   ;20705;16;0; HARDWARE SETTING  ;


[End]

[Validation]
Code=F73D

[Stop]
