[Info]

Chopper_Name=A2MP2C  2 ZP1.43
Chopper_Node=20
Chopper_Hour=2
User_Comment=
Program_Version=ZAPI Smart Console *CONS AFG ZP125*
Save_Date=2020/08/12 14:48:32


[Code;Name;Position;Menu;Value;Scaled Value;CodeOpenCan;Node;NotSaved;NameMenu]
250; EBRAKE ON APPL.;15;8;0;  ABSENT ;20715;20;0;   SET OPTIONS     ;
250;AUX OUT FUNCTION;16;8;0;    NONE ;8431;20;0;   SET OPTIONS     ;
250;COMP.VOLT.OUTPUT;17;8;0; LEVEL=0  ;20831;20;0;   SET OPTIONS     ;
250;ACCEL MODULATION;18;8;1;      ON ;8415;20;0;   SET OPTIONS     ;
250;      EV1       ;19;8;0;  ABSENT ;8404;20;0;   SET OPTIONS     ;
250;  HIGH DYNAMIC  ;20;8;0;     OFF ;20731;20;0;   SET OPTIONS     ;
250;  DISPLAY TYPE  ;21;8;0; LEVEL=0  ;20652;20;0;   SET OPTIONS     ;
250;  SET BATTERY   ;1;16;1;     80V  ;20671;20;0;    ADJUSTMENT     ;
250;ADJUST KEY VOLT.;2;16;125;  78.96V  ;20672;20;0;    ADJUSTMENT     ;
250; ADJUST BATTERY ;3;16;121;  79.12V  ;20679;20;0;    ADJUSTMENT     ;
250;SET POSITIVE PEB;4;16;6;     80V  ;20683;20;0;    ADJUSTMENT     ;
250;    MIN LOWER   ;5;16;5;   0.19V  ;8444;20;0;    ADJUSTMENT     ;
250;    MAX LOWER   ;6;16;239;   9.37V  ;8443;20;0;    ADJUSTMENT     ;
250;THROTTLE 0 ZONE ;7;16;5;      5%  ;8413;20;0;    ADJUSTMENT     ;
250;THROTTLE X1 MAP ;8;16;20;     20%  ;8416;20;0;    ADJUSTMENT     ;
250;THROTTLE Y1 MAP ;9;16;10;     10%  ;8417;20;0;    ADJUSTMENT     ;
250;THROTTLE X2 MAP ;10;16;50;     50%  ;20656;20;0;    ADJUSTMENT     ;
250;THROTTLE Y2 MAP ;11;16;40;     40%  ;20657;20;0;    ADJUSTMENT     ;
250;THROTTLE X3 MAP ;12;16;80;     80%  ;20658;20;0;    ADJUSTMENT     ;
250;THROTTLE Y3 MAP ;13;16;75;     75%  ;20659;20;0;    ADJUSTMENT     ;
250;BAT. MIN ADJ.   ;14;16;0;    0.0%  ;8370;20;0;    ADJUSTMENT     ;
250;BAT. MAX ADJ.   ;15;16;245;   -1.1%  ;8369;20;0;    ADJUSTMENT     ;
250;BDI ADJ STARTUP ;16;16;10;    1.0%  ;8439;20;0;    ADJUSTMENT     ;
250;   BDI RESET    ;17;16;30;     30%  ;20676;20;0;    ADJUSTMENT     ;
250;BATT.LOW TRESHLD;18;16;10;     10%  ;20720;20;0;    ADJUSTMENT     ;
250;BAT.ENERGY SAVER;19;16;255;  100.0%  ;20821;20;0;    ADJUSTMENT     ;
250;VOLTAGE THR LOW ;20;16;80;     80%  ;20592;20;0;    ADJUSTMENT     ;
250;VOLTAGE THR HIGH;21;16;120;    120%  ;20593;20;0;    ADJUSTMENT     ;
250;LOAD HM FROM MDI;22;16;0;     OFF ;8426;20;0;    ADJUSTMENT     ;
250; CHECK UP DONE  ;23;16;0;     OFF ;8420;20;0;    ADJUSTMENT     ;
250; CHECK UP TYPE  ;24;16;0;    NONE ;8421;20;0;    ADJUSTMENT     ;
250;   MC VOLTAGE   ;25;16;100;    100%  ;8376;20;0;    ADJUSTMENT     ;
250; MC VOLTAGE RED.;26;16;100;    100%  ;8378;20;0;    ADJUSTMENT     ;
250;   EB VOLTAGE   ;27;16;100;    100%  ;8436;20;0;    ADJUSTMENT     ;
250; EB VOLTAGE RED.;28;16;100;    100%  ;8435;20;0;    ADJUSTMENT     ;
250;    PWM EV1     ;29;16;255;  100.0%  ;8277;20;0;    ADJUSTMENT     ;
250;MAX. MOTOR TEMP.;30;16;150;    150°C ;20716;20;0;    ADJUSTMENT     ;
250;STOP MOTOR TEMP.;31;16;170;    170°C ;20717;20;0;    ADJUSTMENT     ;
250;MOT.T. T.CUTBACK;32;16;77;   30.1%  ;20820;20;0;    ADJUSTMENT     ;
250; ADJUSTMENT #01 ;1;20;7;  106.0%  ;8351;20;0; SPECIAL ADJUST.   ;
250; ADJUSTMENT #02 ;2;20;9;  106.8%  ;8350;20;0; SPECIAL ADJUST.   ;
250;CURR. SENS. COMP;3;20;0;     OFF ;8347;20;0; SPECIAL ADJUST.   ;
250; CURR. FALLBACK ;4;20;0;     OFF ;8346;20;0; SPECIAL ADJUST.   ;
250;  SET CURRENT   ;5;20;3;    350A  ;8334;20;0; SPECIAL ADJUST.   ;
250;SET TEMPERATURE ;6;20;99;      0°C ;8333;20;0; SPECIAL ADJUST.   ;
250;HW BATTERY RANGE;7;20;2;      2   ;20747;20;0; SPECIAL ADJUST.   ;
250;PWM AT LOW FREQ ;8;20;1;   8000Hz ;20650;20;0; SPECIAL ADJUST.   ;
250;PWM AT HIGH FREQ;9;20;1;   8000Hz ;20649;20;0; SPECIAL ADJUST.   ;
250; FREQ TO SWITCH ;10;20;80;     80Hz ;20648;20;0; SPECIAL ADJUST.   ;
250;DITHER AMPLITUDE;11;20;2;    2.3%  ;8424;20;0; SPECIAL ADJUST.   ;
250;DITHER FREQUENCY;12;20;5;   31.2Hz ;8423;20;0; SPECIAL ADJUST.   ;
250;  HIGH ADDRESS  ;13;20;0;      0   ;8406;20;0; SPECIAL ADJUST.   ;
250; CAN BUS SPEED  ;14;20;2;    125   ;20654;20;0; SPECIAL ADJUST.   ;
250; EXTENDED FORMAT;15;20;0;     OFF ;20792;20;0; SPECIAL ADJUST.   ;
250;DEBUG CANMESSAGE;16;20;0; LEVEL=0  ;8368;20;0; SPECIAL ADJUST.   ;
250;CONTROLLER TYPE ;17;20;1;      1   ;8432;20;0; SPECIAL ADJUST.   ;
250;  SAFETY LEVEL  ;18;20;3; LEVEL=3  ;8381;20;0; SPECIAL ADJUST.   ;
250; RS232 CONSOLLE ;19;20;0;     OFF ;20653;20;0; SPECIAL ADJUST.   ;
250;2ND SDO ID OFST ;20;20;0;      0   ;20701;20;0; SPECIAL ADJUST.   ;
250;VDC START UP LIM;21;20;129;    129%  ;20645;20;0; SPECIAL ADJUST.   ;
250; VDC UP LIMIT   ;22;20;140;    140%  ;20646;20;0; SPECIAL ADJUST.   ;
250;VDC START DW LIM;23;20;75;     75%  ;20643;20;0; SPECIAL ADJUST.   ;
250; VDC DW LIMIT   ;24;20;58;     58%  ;20644;20;0; SPECIAL ADJUST.   ;
250; TOP MAX SPEED  ;1;24;11;    110Hz ;8371;20;0; HARDWARE SETTING  ;
250;CONF.POSITIVE LC;2;24;0; LEVEL=0  ;20660;20;0; HARDWARE SETTING  ;
250;FEEDBACK SENSOR ;3;24;0;      0   ;20733;20;0; HARDWARE SETTING  ;
250;SENSOR ANGLE DEL;4;24;0;    0.0°  ;20819;20;0; HARDWARE SETTING  ;
250;ANGLE IDRMS COMP;5;24;0;    0.0°  ;20822;20;0; HARDWARE SETTING  ;
250;DIAG. ROTOR LOCK;6;24;1;      ON ;8418;20;0; HARDWARE SETTING  ;
250;DIAG. LC  CLOSED;7;24;0;      ON ;20803;20;0; HARDWARE SETTING  ;
250;DIAG. LC  OPEN  ;8;24;0;      ON ;20804;20;0; HARDWARE SETTING  ;
250;DIAG. PW MIS02  ;9;24;1;     OFF ;20826;20;0; HARDWARE SETTING  ;
250;REST MONITOR SPD;10;24;0;      3Hz ;20813;20;0; HARDWARE SETTING  ;
250;DIAG.JUMP SENSOR;11;24;30;     30Hz ;20808;20;0; HARDWARE SETTING  ;
250;DEAD TIME COMP. ;12;24;0;     OFF ;8245;20;0; HARDWARE SETTING  ;
250;DECOUPLING Q-D  ;13;24;0;     OFF ;20664;20;0; HARDWARE SETTING  ;
250; ED COMPENSATION;14;24;0;     OFF ;20712;20;0; HARDWARE SETTING  ;
250; DC-LINK COMP.  ;15;24;1;      ON ;20757;20;0; HARDWARE SETTING  ;
250;ENABLE WEAKENING;16;24;1;      ON ;8419;20;0; HARDWARE SETTING  ;
250; ENABLE  MOTION ;17;24;1;      ON ;8363;20;0; HARDWARE SETTING  ;
250;OVER CURRENT PRO;18;24;0;     OFF ;20827;20;0; HARDWARE SETTING  ;
250;0:CL 1:SSL 2:OL ;19;24;0; LEVEL=0  ;20661;20;0; HARDWARE SETTING  ;
250; TORQUE CONTROL ;20;24;0;     OFF ;8365;20;0; HARDWARE SETTING  ;
250; BRAKING TORQUE ;21;24;1;      ON ;8366;20;0; HARDWARE SETTING  ;
250;RS* AT 25DEG  MO;22;24;113;    0.2   ;8384;20;0; HARDWARE SETTING  ;
250;LD*INDUCTANCE UH;23;24;57;      2   ;20743;20;0; HARDWARE SETTING  ;
250;LQ*INDUCTANCE UH;24;24;57;      2   ;20744;20;0; HARDWARE SETTING  ;
250;   ID RMS MIN   ;25;24;11;     22A  ;20758;20;0; HARDWARE SETTING  ;
250;IDRMS MIN DEFLUX;26;24;3;      6A  ;20832;20;0; HARDWARE SETTING  ;
250;   ID RMS MAX   ;27;24;59;    118A  ;8385;20;0; HARDWARE SETTING  ;
250;ID ANTIROLL  SSL;28;24;33;     66A  ;20770;20;0; HARDWARE SETTING  ;
250; CUR.ANGLE GAIN ;29;24;129;      2   ;20768;20;0; HARDWARE SETTING  ;
250;CUR.ANGLE OFFSET;30;24;92;    0.2°  ;20769;20;0; HARDWARE SETTING  ;
250;MAX FLUX WB/1000;31;24;127;    254   ;8386;20;0; HARDWARE SETTING  ;
250;TR MSEC AT 25DEG;32;24;34;    102   ;8387;20;0; HARDWARE SETTING  ;
250; ANTICLUNK TIME ;33;24;18;   0.18   ;20760;20;0; HARDWARE SETTING  ;
250; ANTICLUNK RAMP ;34;24;50;    5.0   ;20761;20;0; HARDWARE SETTING  ;
250; KP GAIN IQSP L ;35;24;0;      0   ;20762;20;0; HARDWARE SETTING  ;
250; KP GAIN IQSP H ;36;24;5;      5   ;20759;20;0; HARDWARE SETTING  ;
250;KP GAIN IQSP RES;37;24;0; LEVEL=0  ;20786;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP SM ;38;24;25;     25   ;20763;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP LA ;39;24;10;     10   ;20764;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP RIL;40;24;30;     30   ;20765;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP STO;41;24;25;     25   ;20766;20;0; HARDWARE SETTING  ;
250;KI GAIN IQSP ROL;42;24;25;     25   ;20767;20;0; HARDWARE SETTING  ;
250;KI G.IQ.CTB HSPD;43;24;0;      0%  ;20787;20;0; HARDWARE SETTING  ;
250;KI GAIN COMPENS.;44;24;0;      0   ;20809;20;0; HARDWARE SETTING  ;
250;  KP GAIN VQSP  ;45;24;24;     48   ;20751;20;0; HARDWARE SETTING  ;
250;  KI GAIN VQSP  ;46;24;17;     34   ;20752;20;0; HARDWARE SETTING  ;
250;  KP GAIN VDSP  ;47;24;24;     48   ;20753;20;0; HARDWARE SETTING  ;
250;  KI GAIN VDSP  ;48;24;17;     34   ;20754;20;0; HARDWARE SETTING  ;
250;  KP GAIN WEAK  ;49;24;49;     49   ;20755;20;0; HARDWARE SETTING  ;
250;  KI GAIN WEAK  ;50;24;34;     34   ;20756;20;0; HARDWARE SETTING  ;
250;FREQMAX FOR IMAX;51;24;50;     50Hz ;8394;20;0; HARDWARE SETTING  ;
250;     IQMAX1     ;52;24;71;    284A  ;8395;20;0; HARDWARE SETTING  ;
250;FREQ1 FOR IQMAX1;53;24;62;     62Hz ;8396;20;0; HARDWARE SETTING  ;
250;     IQMAX2     ;54;24;59;    236A  ;8397;20;0; HARDWARE SETTING  ;
250;FREQ2 FOR IQMAX2;55;24;74;     74Hz ;8398;20;0; HARDWARE SETTING  ;
250;     IQMAX3     ;56;24;52;    208A  ;8399;20;0; HARDWARE SETTING  ;
250;FREQ3 FOR IQMAX3;57;24;87;     87Hz ;8400;20;0; HARDWARE SETTING  ;
250; FREQ IMAX BRK  ;58;24;50;     50Hz ;8304;20;0; HARDWARE SETTING  ;
250;   IQMAX1 BRK   ;59;24;71;    284A  ;8305;20;0; HARDWARE SETTING  ;
250; FREQ1 IQ1 BRK  ;60;24;62;     62Hz ;8306;20;0; HARDWARE SETTING  ;
250;   IQMAX2 BRK   ;61;24;59;    236A  ;8307;20;0; HARDWARE SETTING  ;
250; FREQ2 IQ2 BRK  ;62;24;74;     74Hz ;8308;20;0; HARDWARE SETTING  ;
250;   IQMAX3 BRK   ;63;24;52;    208A  ;8309;20;0; HARDWARE SETTING  ;
250; FREQ3 IQ3 BRK  ;64;24;87;     87Hz ;8310;20;0; HARDWARE SETTING  ;
250; OVERMODULATION ;65;24;100;    100%  ;8430;20;0; HARDWARE SETTING  ;
250;ROTATION CW ENC ;66;24;0;OPTION #1;20713;20;0; HARDWARE SETTING  ;
250;ROTATION CW MOT ;67;24;1;OPTION #2;20675;20;0; HARDWARE SETTING  ;
250;ENCODER PULSES 1;68;24;3;     80   ;20702;20;0; HARDWARE SETTING  ;
250;ENCODER PULSES 2;69;24;3;     80   ;20703;20;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 1;70;24;2;      2   ;20704;20;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 2;71;24;2;      2   ;20705;20;0; HARDWARE SETTING  ;
250;   HYDRO TIME   ;1;28;20;    2.0   ;20694;20;0;  HYDRO SETTING    ;
