[Info]

Chopper_Name=A2MR2B  2 ZP1.32
Chopper_Node=12
Chopper_Hour=0
User_Comment=
Program_Version=ZAPI PC Can Console 0.71
Save_Date=Tue Jun 16 14:13:43 2020


[Code;Name;Position;Menu;Value;Scaled Value;CodeOpenCan;Node;NotSaved;NameMenu]
250;MAX. CURRENT BRK;24;4;40;40 %;8256;12;0;PARAMETER CHANGE;
250;ACC SMOOTH   ;25;4;10;1,0    ;8401;12;0;PARAMETER CHANGE;
250;INV SMOOTH   ;26;4;10;1,0    ;8402;12;0;PARAMETER CHANGE;
250;STOP SMOOTH   ;27;4;10;10 Hz;8403;12;0;PARAMETER CHANGE;
250;BRK SMOOTH   ;28;4;10;1,0    ;8405;12;0;PARAMETER CHANGE;
250;STOP BRK SMOOTH ;29;4;10;10 Hz;8407;12;0;PARAMETER CHANGE;
250;BACKING SPEED  ;30;4;10;10 %;8382;12;0;PARAMETER CHANGE;
250;BACKING TIME  ;31;4;0;0,0    ;8251;12;0;PARAMETER CHANGE;
250;EB. ENGAGE DELAY;32;4;4;0,04    ;8247;12;0;PARAMETER CHANGE;
250;AUXILIARY TIME ;33;4;4;0,4    ;8248;12;0;PARAMETER CHANGE;
250;ROLLING DW SPEED;34;4;5;5 Hz;8446;12;0;PARAMETER CHANGE;
250;HM DISPLAY OPT. ;1;8;4;4    ;20748;12;0;  SET OPTIONS   ;
250;HM CUSTOM 1 OPT.;2;8;0;0    ;20749;12;0;  SET OPTIONS   ;
250;HM CUSTOM 2 OPT.;3;8;1;1    ;20750;12;0;  SET OPTIONS   ;
250;TILL/SEAT SWITCH;4;8;0;SEAT      ;8297;12;0;  SET OPTIONS   ;
250;BATTERY CHECK  ;5;8;0;LEVEL = 0;8313;12;0;  SET OPTIONS   ;
250;STOP ON RAMP  ;6;8;1;ON       ;8425;12;0;  SET OPTIONS   ;
250;PULL IN BRAKING ;7;8;0;OFF       ;20795;12;0;  SET OPTIONS   ;
250;SOFT LANDING   ;8;8;0;OFF       ;20796;12;0;  SET OPTIONS   ;
250;QUICK INVERSION ;9;8;2;TIMED      ;8292;12;0;  SET OPTIONS   ;
250;PEDAL BRK ANALOG;10;8;0;OFF       ;20789;12;0;  SET OPTIONS   ;
250;HARD & SOFT   ;11;8;0;OFF       ;20662;12;0;  SET OPTIONS   ;
250;HB ON / SR OFF ;12;8;0;OFF       ;20823;12;0;  SET OPTIONS   ;
250;MAIN POT. TYPE ;13;8;0;0    ;20730;12;0;  SET OPTIONS   ;
250;AUX POT. TYPE  ;14;8;0;0    ;20687;12;0;  SET OPTIONS   ;
250;SET MOT.TEMPERAT;15;8;1;DIGITAL    ;8433;12;0;  SET OPTIONS   ;
250;STEERING TYPE ;16;8;0;NONE      ;20719;12;0;  SET OPTIONS   ;
250;STEERING POT POS;17;8;5;5    ;20991;12;0;  SET OPTIONS   ;
250;M.C. FUNCTION  ;18;8;1;ON       ;8377;12;0;  SET OPTIONS   ;
250;M.C. OUTPUT    ;19;8;1;PRESENT     ;8427;12;0;  SET OPTIONS   ;
250;EBRAKE ON APPL.;20;8;1;PRESENT     ;20715;12;0;  SET OPTIONS   ;
250;AUX OUT FUNCTION;21;8;1;BRAKE      ;8431;12;0;  SET OPTIONS   ;
250;COMP.VOLT.OUTPUT;22;8;0;LEVEL = 0;20831;12;0;  SET OPTIONS   ;
250;ACCEL MODULATION;23;8;1;ON       ;8415;12;0;  SET OPTIONS   ;
250;EV1       ;24;8;0;ABSENT     ;8404;12;0;  SET OPTIONS   ;
250;HIGH DYNAMIC  ;25;8;0;OFF       ;20731;12;0;  SET OPTIONS   ;
250;INVERSION MODE ;26;8;0;OFF       ;20684;12;0;  SET OPTIONS   ;
250;STEER TABLE   ;27;8;0;NONE      ;20711;12;0;  SET OPTIONS   ;
250;WHEELBASE MM  ;28;8;2000;2000    ;20814;12;0;  SET OPTIONS   ;
250;FIXED AXLE MM  ;29;8;1000;1000    ;20815;12;0;  SET OPTIONS   ;
250;STEERING AXLE MM;30;8;500;500    ;20816;12;0;  SET OPTIONS   ;
250;REAR POT ON LEFT;31;8;0;OFF       ;20817;12;0;  SET OPTIONS   ;
250;DISPLAY TYPE  ;32;8;0;LEVEL = 0;20652;12;0;  SET OPTIONS   ;
250;SET BATTERY   ;1;16;1;48 V;20671;12;0;   ADJUSTMENT   ;
250;ADJUST KEY VOLT.;2;16;133;50,35 V;20672;12;1;   ADJUSTMENT   ;
250;ADJUST BATTERY ;3;16;125;50,35 V;20679;12;1;   ADJUSTMENT   ;
250;SET POSITIVE PEB;4;16;4;48 V;20683;12;1;   ADJUSTMENT   ;
250;SET  PBRK.  MIN ;5;16;16;0,6 V;20790;12;1;   ADJUSTMENT   ;
250;SET  PBRK.  MAX ;6;16;249;9,8 V;20791;12;1;   ADJUSTMENT   ;
250;MIN LOWER   ;7;16;5;0,2 V;8444;12;1;   ADJUSTMENT   ;
250;MAX LOWER   ;8;16;239;9,4 V;8443;12;1;   ADJUSTMENT   ;
250;THROTTLE 0 ZONE ;9;16;5;5 %;8413;12;0;   ADJUSTMENT   ;
250;THROTTLE X1 MAP ;10;16;20;20 %;8416;12;0;   ADJUSTMENT   ;
250;THROTTLE Y1 MAP ;11;16;10;10 %;8417;12;0;   ADJUSTMENT   ;
250;THROTTLE X2 MAP ;12;16;50;50 %;20656;12;0;   ADJUSTMENT   ;
250;THROTTLE Y2 MAP ;13;16;40;40 %;20657;12;0;   ADJUSTMENT   ;
250;THROTTLE X3 MAP ;14;16;80;80 %;20658;12;0;   ADJUSTMENT   ;
250;THROTTLE Y3 MAP ;15;16;75;75 %;20659;12;0;   ADJUSTMENT   ;
250;BAT. MIN ADJ.   ;16;16;0;0,0 %;8370;12;0;   ADJUSTMENT   ;
250;BAT. MAX ADJ.   ;17;16;245;-1,1 %;8369;12;0;   ADJUSTMENT   ;
250;BDI ADJ STARTUP ;18;16;10;1,0 %;8439;12;0;   ADJUSTMENT   ;
250;BDI RESET    ;19;16;30;30 %;20676;12;0;   ADJUSTMENT   ;
250;BATT.LOW TRESHLD;20;16;10;10 %;20720;12;0;   ADJUSTMENT   ;
250;BAT.ENERGY SAVER;21;16;255;100,0 %;20821;12;0;   ADJUSTMENT   ;
250;VOLTAGE THR LOW ;22;16;80;80 %;20592;12;0;   ADJUSTMENT   ;
250;VOLTAGE THR HIGH;23;16;120;120 %;20593;12;0;   ADJUSTMENT   ;
250;STEER RIGHT VOLT;24;16;255;5,0 V;20706;12;1;   ADJUSTMENT   ;
250;STEER LEFT VOLT ;25;16;0;0,0 V;20707;12;1;   ADJUSTMENT   ;
250;STEER ZERO VOLT ;26;16;128;2,5 V;20708;12;1;   ADJUSTMENT   ;
250;MAX ANGLE RIGHT;27;16;90;90 °;20709;12;0;   ADJUSTMENT   ;
250;MAX ANGLE LEFT ;28;16;90;90 °;20710;12;0;   ADJUSTMENT   ;
250;STEER DEAD ANGLE;29;16;10;10 °;20722;12;0;   ADJUSTMENT   ;
250;STEER ANGLE 1  ;30;16;20;20 °;20724;12;0;   ADJUSTMENT   ;
250;STEER ANGLE 2  ;31;16;85;85 °;20725;12;0;   ADJUSTMENT   ;
250;SPEED FACTOR  ;32;16;140;140    ;20682;12;0;   ADJUSTMENT   ;
250;SPEED ON MDI  ;33;16;0;OFF       ;20681;12;0;   ADJUSTMENT   ;
250;LOAD HM FROM MDI;34;16;0;OFF       ;8426;12;0;   ADJUSTMENT   ;
250;CHECK UP DONE  ;35;16;0;OFF       ;8420;12;0;   ADJUSTMENT   ;
250;CHECK UP TYPE  ;36;16;1;OPTION #1    ;8421;12;0;   ADJUSTMENT   ;
250;MC VOLTAGE   ;37;16;100;100 %;8376;12;0;   ADJUSTMENT   ;
250;MC VOLTAGE RED.;38;16;100;100 %;8378;12;0;   ADJUSTMENT   ;
250;EB VOLTAGE   ;39;16;100;100 %;8436;12;0;   ADJUSTMENT   ;
250;EB VOLTAGE RED.;40;16;100;100 %;8435;12;0;   ADJUSTMENT   ;
250;PWM EV1     ;41;16;255;100,0 %;8277;12;0;   ADJUSTMENT   ;
250;MAX. MOTOR TEMP.;42;16;150;150 °C;20716;12;0;   ADJUSTMENT   ;
250;STOP MOTOR TEMP.;43;16;170;170 °C;20717;12;0;   ADJUSTMENT   ;
250;MOT.T. T.CUTBACK;44;16;77;30,2 %;20820;12;0;   ADJUSTMENT   ;
250;VACC SETTING;45;16;0;;8272;12;0;   ADJUSTMENT   ;
250;ADJUSTMENT #01 ;1;20;273;110,0 %;8351;12;1;SPECIAL ADJUST. ;
250;ADJUSTMENT #02 ;2;20;277;111,6 %;8350;12;1;SPECIAL ADJUST. ;
250;CURR. SENS. COMP;3;20;1;ON       ;8347;12;0;SPECIAL ADJUST. ;
250;CURR. FALLBACK ;4;20;0;OFF       ;8346;12;0;SPECIAL ADJUST. ;
250;SET CURRENT   ;5;20;4;500 A;8334;12;1;SPECIAL ADJUST. ;
250;SET TEMPERATURE ;6;20;101;20 °C;8333;12;1;SPECIAL ADJUST. ;
250;HW BATTERY RANGE;7;20;1;1    ;20747;12;1;SPECIAL ADJUST. ;
250;PWM AT LOW FREQ ;8;20;1;8000 Hz;20650;12;0;SPECIAL ADJUST. ;
250;PWM AT HIGH FREQ;9;20;1;8000 Hz;20649;12;0;SPECIAL ADJUST. ;
250;FREQ TO SWITCH ;10;20;80;80 Hz;20648;12;0;SPECIAL ADJUST. ;
250;DITHER AMPLITUDE;11;20;2;2,4 %;8424;12;0;SPECIAL ADJUST. ;
250;DITHER FREQUENCY;12;20;5;31,2 Hz;8423;12;0;SPECIAL ADJUST. ;
250;HIGH ADDRESS  ;13;20;0;0    ;8406;12;1;SPECIAL ADJUST. ;
250;CAN BUS SPEED  ;14;20;2;125    ;20654;12;0;SPECIAL ADJUST. ;
250;EXTENDED FORMAT;15;20;0;OFF       ;20792;12;0;SPECIAL ADJUST. ;
250;DEBUG CANMESSAGE;16;20;0;LEVEL = 0;8368;12;0;SPECIAL ADJUST. ;
250;CONTROLLER TYPE ;17;20;3;3    ;8432;12;0;SPECIAL ADJUST. ;
250;CONTROLLER SLV1 ;18;20;1;PRESENT     ;20626;12;0;SPECIAL ADJUST. ;
250;CONTROLLER SLV2 ;19;20;0;ABSENT     ;20627;12;0;SPECIAL ADJUST. ;
250;CONTROLLER SLV3 ;20;20;0;ABSENT     ;20628;12;0;SPECIAL ADJUST. ;
250;SAFETY LEVEL  ;21;20;3;LEVEL = 3;8381;12;0;SPECIAL ADJUST. ;
250;RS232 CONSOLLE ;22;20;0;OFF       ;20653;12;0;SPECIAL ADJUST. ;
250;2ND SDO ID OFST ;23;20;0;0    ;20701;12;0;SPECIAL ADJUST. ;
250;VDC START UP LIM;24;20;129;129 %;20645;12;0;SPECIAL ADJUST. ;
250;VDC UP LIMIT   ;25;20;140;140 %;20646;12;0;SPECIAL ADJUST. ;
250;VDC START DW LIM;26;20;75;75 %;20643;12;0;SPECIAL ADJUST. ;
250;VDC DW LIMIT   ;27;20;58;58 %;20644;12;0;SPECIAL ADJUST. ;
250;TOP MAX SPEED  ;1;24;11;110 Hz;8371;12;0;HARDWARE SETTING;
250;CONF.POSITIVE LC;2;24;0;LEVEL = 0;20660;12;0;HARDWARE SETTING;
250;FEEDBACK SENSOR ;3;24;0;0    ;20733;12;0;HARDWARE SETTING;
250;SENSOR ANGLE DEL;4;24;0;0,0 °;20819;12;0;HARDWARE SETTING;
250;ANGLE IDRMS COMP;5;24;0;0,0 °;20822;12;0;HARDWARE SETTING;
250;DIAG. ROTOR LOCK;6;24;0;OFF       ;8418;12;0;HARDWARE SETTING;
250;DIAG. LC  CLOSED;7;24;0;ON       ;20803;12;0;HARDWARE SETTING;
250;DIAG. LC  OPEN  ;8;24;0;ON       ;20804;12;0;HARDWARE SETTING;
250;DIAG. PW MIS02  ;9;24;1;OFF       ;20826;12;0;HARDWARE SETTING;
250;REST MONITOR SPD;10;24;0;0 Hz;20813;12;0;HARDWARE SETTING;
250;DIAG.JUMP SENSOR;11;24;30;30 Hz;20808;12;0;HARDWARE SETTING;
250;DEAD TIME COMP. ;12;24;0;OFF       ;8245;12;0;HARDWARE SETTING;
250;DECOUPLING Q-D  ;13;24;0;OFF       ;20664;12;0;HARDWARE SETTING;
250;ED COMPENSATION;14;24;0;OFF       ;20712;12;0;HARDWARE SETTING;
250;DC-LINK COMP.  ;15;24;1;ON       ;20757;12;0;HARDWARE SETTING;
250;ENABLE WEAKENING;16;24;1;ON       ;8419;12;0;HARDWARE SETTING;
250;ENABLE  MOTION ;17;24;1;ON       ;8363;12;0;HARDWARE SETTING;
250;OVER CURRENT PRO;18;24;0;OFF       ;20827;12;0;HARDWARE SETTING;
250;0:CL 1:SSL 2:OL ;19;24;0;LEVEL = 0;20661;12;0;HARDWARE SETTING;
250;TORQUE CONTROL ;20;24;0;OFF       ;8365;12;0;HARDWARE SETTING;
250;BRAKING TORQUE ;21;24;1;ON       ;8366;12;0;HARDWARE SETTING;
250;SLV HELP INT  ;22;24;0;0 %;20624;12;0;HARDWARE SETTING;
250;SLV FREE LVL  ;23;24;100;100 %;20625;12;0;HARDWARE SETTING;
250;RS* AT 25DEG  MO;24;24;45;4,5    ;8384;12;0;HARDWARE SETTING;
250;LD*INDUCTANCE UH;25;24;47;47    ;20743;12;0;HARDWARE SETTING;
250;LQ*INDUCTANCE UH;26;24;47;47    ;20744;12;0;HARDWARE SETTING;
250;ID RMS MIN   ;27;24;0;0 A;20758;12;0;HARDWARE SETTING;
250;IDRMS MIN DEFLUX;28;24;0;0 A;20832;12;0;HARDWARE SETTING;
250;ID RMS MAX   ;29;24;125;250 A;8385;12;0;HARDWARE SETTING;
250;ID ANTIROLL  SSL;30;24;16;32 A;20770;12;0;HARDWARE SETTING;
250;CUR.ANGLE GAIN ;31;24;65468;-68    ;20768;12;0;HARDWARE SETTING;
250;CUR.ANGLE OFFSET;32;24;580;58,0 °;20769;12;0;HARDWARE SETTING;
250;MAX FLUX WB/1000;33;24;80;160    ;8386;12;0;HARDWARE SETTING;
250;TR MSEC AT 25DEG;34;24;29;87    ;8387;12;0;HARDWARE SETTING;
250;ANTICLUNK TIME ;35;24;0;0,00    ;20760;12;0;HARDWARE SETTING;
250;ANTICLUNK RAMP ;36;24;50;5,0    ;20761;12;0;HARDWARE SETTING;
250;KP GAIN IQSP L ;37;24;0;0    ;20762;12;0;HARDWARE SETTING;
250;KP GAIN IQSP H ;38;24;5;5    ;20759;12;0;HARDWARE SETTING;
250;KP GAIN IQSP RES;39;24;0;LEVEL = 0;20786;12;0;HARDWARE SETTING;
250;KI GAIN IQSP SM ;40;24;25;25    ;20763;12;0;HARDWARE SETTING;
250;KI GAIN IQSP LA ;41;24;10;10    ;20764;12;0;HARDWARE SETTING;
250;KI GAIN IQSP RIL;42;24;30;30    ;20765;12;0;HARDWARE SETTING;
250;KI GAIN IQSP STO;43;24;25;25    ;20766;12;0;HARDWARE SETTING;
250;KI GAIN IQSP ROL;44;24;25;25    ;20767;12;0;HARDWARE SETTING;
250;KI G.IQ.CTB HSPD;45;24;0;0 %;20787;12;0;HARDWARE SETTING;
250;KI GAIN COMPENS.;46;24;0;0    ;20809;12;0;HARDWARE SETTING;
250;KP GAIN VQSP  ;47;24;10;20    ;20751;12;0;HARDWARE SETTING;
250;KI GAIN VQSP  ;48;24;5;10    ;20752;12;0;HARDWARE SETTING;
250;KP GAIN VDSP  ;49;24;10;20    ;20753;12;0;HARDWARE SETTING;
250;KI GAIN VDSP  ;50;24;5;10    ;20754;12;0;HARDWARE SETTING;
250;KP GAIN WEAK  ;51;24;20;20    ;20755;12;0;HARDWARE SETTING;
250;KI GAIN WEAK  ;52;24;10;10    ;20756;12;0;HARDWARE SETTING;
250;FREQMAX FOR IMAX;53;24;50;50 Hz;8394;12;0;HARDWARE SETTING;
250;IQMAX1     ;54;24;77;308 A;8395;12;0;HARDWARE SETTING;
250;FREQ1 FOR IQMAX1;55;24;60;60 Hz;8396;12;0;HARDWARE SETTING;
250;IQMAX2     ;56;24;69;276 A;8397;12;0;HARDWARE SETTING;
250;FREQ2 FOR IQMAX2;57;24;80;80 Hz;8398;12;0;HARDWARE SETTING;
250;IQMAX3     ;58;24;62;248 A;8399;12;0;HARDWARE SETTING;
250;FREQ3 FOR IQMAX3;59;24;100;100 Hz;8400;12;0;HARDWARE SETTING;
250;FREQ IMAX BRK  ;60;24;50;50 Hz;8304;12;0;HARDWARE SETTING;
250;IQMAX1 BRK   ;61;24;77;308 A;8305;12;0;HARDWARE SETTING;
250;FREQ1 IQ1 BRK  ;62;24;60;60 Hz;8306;12;0;HARDWARE SETTING;
250;IQMAX2 BRK   ;63;24;69;276 A;8307;12;0;HARDWARE SETTING;
250;FREQ2 IQ2 BRK  ;64;24;80;80 Hz;8308;12;0;HARDWARE SETTING;
250;IQMAX3 BRK   ;65;24;62;248 A;8309;12;0;HARDWARE SETTING;
250;FREQ3 IQ3 BRK  ;66;24;100;100 Hz;8310;12;0;HARDWARE SETTING;
250;OVERMODULATION ;67;24;100;100 %;8430;12;0;HARDWARE SETTING;
250;ROTATION CW ENC ;68;24;0;OPTION #1    ;20713;12;0;HARDWARE SETTING;
250;ROTATION CW MOT ;69;24;1;OPTION #2    ;20675;12;0;HARDWARE SETTING;
250;ENCODER PULSES 1;70;24;2;64    ;20702;12;0;HARDWARE SETTING;
250;ENCODER PULSES 2;71;24;2;64    ;20703;12;0;HARDWARE SETTING;
250;MOTOR P. PAIRS 1;72;24;2;2    ;20704;12;0;HARDWARE SETTING;
250;MOTOR P. PAIRS 2;73;24;2;2    ;20705;12;0;HARDWARE SETTING;
250;HYDRO TIME   ;1;28;20;2,0    ;20694;12;0; HYDRO SETTING  ;
250;HYDRO FUNCTION ;2;28;0;NONE      ;20695;12;0; HYDRO SETTING  ;


[End]

[Table]

[TableEnd]

[Validation]
Code=DF0F

[ParChk]
ParChecksum=24DE3D36

[DeviceSNum]
DeviceSerNumber=307481804

[DEFAULT]
Par4
0x4300 ,
0x1000 ,
0x1211 ,
0x5120 ,
0x0010 ,
0x1052 ,
0x1100 ,
0x0000 ,
Par2
0x503C ,
0x2828 ,
0x2828 ,
0x0441 ,
0x5A5A ,
0x2800 ,
0x0A05 ,
0x8C0F ,
0x0C0C ,
0x0A64 ,
0x640A ,
0x6401 ,
0x6401 ,
0x141E ,
0x0A05 ,
0x0B0A ,
0xF910 ,
0x2832 ,
0x4B50 ,
0xF500 ,
0x000A ,
0x280A ,
0x6464 ,
0xEF05 ,
0xFF00 ,
0xFF00 ,
0x231C ,
0x325A ,
0x231C ,
0x232D ,
0x1428 ,
0x0000 ,
0xEF05 ,
0x6485 ,
0x0028 ,
0x0002 ,
0x0A00 ,
0x0A28 ,
0x0064 ,
0x40AA ,
0x1010 ,
0x00FF ,
0x9664 ,
0xF910 ,
0xFFFF ,
0x1010 ,
0xFFFF ,
0x0A10 ,
0x0564 ,
0x6403 ,
0x3264 ,
0x0A32 ,
0x040A ,
0xF910 ,
0x8000 ,
0x00FF ,
0x5A5A ,
0x0001 ,
0x640A ,
0x5514 ,
0x5017 ,
0x0004 ,
0x0004 ,
0x0501 ,
0x0019 ,
0x3200 ,
0x1E0A ,
0x1919 ,
0x818C ,
0x4B3A ,
0x4D88 ,
0x07D0 ,
0x03E8 ,
0x01F4 ,
0x00FF ,
0x0000 ,
0x1E08 ,
0x5078 ,
0x0000 ,
0x0000 ,
0x0202 ,
0x0202 ,
0x2F2F ,
0x1D2D ,
0x1050 ,
0x7D00 ,
0x44BC ,
0x050A ,
0x050A ,
0x0A14 ,
0x0000 ,
0x0A00 ,
0x0032 ,
0x0100 ,
0x0000 ,
0x02FF ,
0x0000 ,
0x0000 ,
0x3C4D ,
0x5045 ,
0x643E ,
0x3232 ,
0x3C4D ,
0x5045 ,
0x643E ,

[Stop]

