[Info]

Chopper_Name=A3MR2C  2 ZP1.29
Chopper_Node=12
Chopper_Hour=0
User_Comment=
Program_Version=ZAPI Smart Console *CONS AFG ZP125*
Save_Date=2020/08/12 14:28:44


[Code;Name;Position;Menu;Value;Scaled Value;CodeOpenCan;Node;NotSaved;NameMenu]
250;MAX. CURRENT TRA;23;4;80;     80%  ;8255;12;0; PARAMETER CHANGE  ;
250;MAX. CURRENT BRK;24;4;80;     80%  ;8256;12;0; PARAMETER CHANGE  ;
250;   ACC SMOOTH   ;25;4;10;    1.0   ;8401;12;0; PARAMETER CHANGE  ;
250;   INV SMOOTH   ;26;4;10;    1.0   ;8402;12;0; PARAMETER CHANGE  ;
250;  STOP SMOOTH   ;27;4;10;     10Hz ;8403;12;0; PARAMETER CHANGE  ;
250;   BRK SMOOTH   ;28;4;10;    1.0   ;8405;12;0; PARAMETER CHANGE  ;
250;STOP BRK SMOOTH ;29;4;10;     10Hz ;8407;12;0; PARAMETER CHANGE  ;
250;EB. ENGAGE DELAY;30;4;4;   0.04   ;8247;12;0; PARAMETER CHANGE  ;
250; AUXILIARY TIME ;31;4;4;    0.4   ;8248;12;0; PARAMETER CHANGE  ;
250;ROLLING DW SPEED;32;4;5;      5Hz ;8446;12;0; PARAMETER CHANGE  ;
250;    MIN EVP     ;33;4;16;    6.2%  ;8438;12;0; PARAMETER CHANGE  ;
250;    MAX EVP     ;34;4;249;   97.6%  ;8437;12;0; PARAMETER CHANGE  ;
250; EVP OPEN DELAY ;35;4;16;   0.80   ;8442;12;0; PARAMETER CHANGE  ;
250;EVP CLOSE DELAY ;36;4;16;   0.80   ;8441;12;0; PARAMETER CHANGE  ;
250;HM DISPLAY OPT. ;1;8;4;      4   ;20748;12;0;   SET OPTIONS     ;
250;HM CUSTOM 1 OPT.;2;8;0;      0   ;20749;12;0;   SET OPTIONS     ;
250;HM CUSTOM 2 OPT.;3;8;1;      1   ;20750;12;0;   SET OPTIONS     ;
250;TILL/SEAT SWITCH;4;8;1;  HANDLE ;8297;12;0;   SET OPTIONS     ;
250; BATTERY CHECK  ;5;8;0; LEVEL=0  ;8313;12;0;   SET OPTIONS     ;
250;  STOP ON RAMP  ;6;8;1;      ON ;8425;12;0;   SET OPTIONS     ;
250;PULL IN BRAKING ;7;8;0;     OFF ;20795;12;0;   SET OPTIONS     ;
250; SOFT LANDING   ;8;8;0;     OFF ;20796;12;0;   SET OPTIONS     ;
250;QUICK INVERSION ;9;8;2;   TIMED ;8292;12;0;   SET OPTIONS     ;
250;PEDAL BRK ANALOG;10;8;0;     OFF ;20789;12;0;   SET OPTIONS     ;
250;  HARD & SOFT   ;11;8;0;     OFF ;20662;12;0;   SET OPTIONS     ;
250; HB ON / SR OFF ;12;8;0;     OFF ;20823;12;0;   SET OPTIONS     ;
250; MAIN POT. TYPE ;13;8;0;      0   ;20730;12;0;   SET OPTIONS     ;
250; AUX POT. TYPE  ;14;8;0;      0   ;20687;12;0;   SET OPTIONS     ;
250;SET MOT.TEMPERAT;15;8;2;OPTION #1;8433;12;0;   SET OPTIONS     ;
250;  STEERING TYPE ;16;8;0;    NONE ;20719;12;0;   SET OPTIONS     ;
250;STEERING POT POS;17;8;5;      5   ;20991;12;0;   SET OPTIONS     ;
250; M.C. FUNCTION  ;18;8;1;      ON ;8377;12;0;   SET OPTIONS     ;
250; M.C. OUTPUT    ;19;8;1; PRESENT ;8427;12;0;   SET OPTIONS     ;
250; EBRAKE ON APPL.;20;8;1; PRESENT ;20715;12;0;   SET OPTIONS     ;
250;AUX OUT FUNCTION;21;8;1;   BRAKE ;8431;12;0;   SET OPTIONS     ;
250;COMP.VOLT.OUTPUT;22;8;0; LEVEL=0  ;20831;12;0;   SET OPTIONS     ;
250;ACCEL MODULATION;23;8;1;      ON ;8415;12;0;   SET OPTIONS     ;
250;    EVP TYPE    ;24;8;0;    NONE ;8422;12;0;   SET OPTIONS     ;
250;  HIGH DYNAMIC  ;25;8;0;     OFF ;20731;12;0;   SET OPTIONS     ;
250; INVERSION MODE ;26;8;0;     OFF ;20684;12;0;   SET OPTIONS     ;
250;  STEER TABLE   ;27;8;0;    NONE ;20711;12;0;   SET OPTIONS     ;
250;  WHEELBASE MM  ;28;8;208;      0   ;20814;12;0;   SET OPTIONS     ;
250; FIXED AXLE MM  ;29;8;232;      0   ;20815;12;0;   SET OPTIONS     ;
250;STEERING AXLE MM;30;8;244;      0   ;20816;12;0;   SET OPTIONS     ;
250;REAR POT ON LEFT;31;8;0;     OFF ;20817;12;0;   SET OPTIONS     ;
250;  DISPLAY TYPE  ;32;8;0; LEVEL=0  ;20652;12;0;   SET OPTIONS     ;
250;  SET BATTERY   ;1;16;1;     80V  ;20671;12;0;    ADJUSTMENT     ;
250;ADJUST KEY VOLT.;2;16;125;  78.88V  ;20672;12;0;    ADJUSTMENT     ;
250; ADJUST BATTERY ;3;16;122;  74.24V  ;20679;12;0;    ADJUSTMENT     ;
250;SET POSITIVE PEB;4;16;6;     80V  ;20683;12;0;    ADJUSTMENT     ;
250;SET  PBRK.  MIN ;5;16;16;   0.62V  ;20790;12;0;    ADJUSTMENT     ;
250;SET  PBRK.  MAX ;6;16;249;   9.76V  ;20791;12;0;    ADJUSTMENT     ;
250;    MIN LOWER   ;7;16;5;   0.19V  ;8444;12;0;    ADJUSTMENT     ;
250;    MAX LOWER   ;8;16;239;   9.37V  ;8443;12;0;    ADJUSTMENT     ;
250;THROTTLE 0 ZONE ;9;16;5;      5%  ;8413;12;0;    ADJUSTMENT     ;
250;THROTTLE X1 MAP ;10;16;20;     20%  ;8416;12;0;    ADJUSTMENT     ;
250;THROTTLE Y1 MAP ;11;16;10;     10%  ;8417;12;0;    ADJUSTMENT     ;
250;THROTTLE X2 MAP ;12;16;50;     50%  ;20656;12;0;    ADJUSTMENT     ;
250;THROTTLE Y2 MAP ;13;16;40;     40%  ;20657;12;0;    ADJUSTMENT     ;
250;THROTTLE X3 MAP ;14;16;80;     80%  ;20658;12;0;    ADJUSTMENT     ;
250;THROTTLE Y3 MAP ;15;16;75;     75%  ;20659;12;0;    ADJUSTMENT     ;
250;BAT. MIN ADJ.   ;16;16;0;    0.0%  ;8370;12;0;    ADJUSTMENT     ;
250;BAT. MAX ADJ.   ;17;16;245;   -1.1%  ;8369;12;0;    ADJUSTMENT     ;
250;BDI ADJ STARTUP ;18;16;10;    1.0%  ;8439;12;0;    ADJUSTMENT     ;
250;   BDI RESET    ;19;16;30;     30%  ;20676;12;0;    ADJUSTMENT     ;
250;BATT.LOW TRESHLD;20;16;10;     10%  ;20720;12;0;    ADJUSTMENT     ;
250;BAT.ENERGY SAVER;21;16;255;  100.0%  ;20821;12;0;    ADJUSTMENT     ;
250;STEER RIGHT VOLT;22;16;255;   5.00V  ;20706;12;0;    ADJUSTMENT     ;
250;STEER LEFT VOLT ;23;16;0;   0.00V  ;20707;12;0;    ADJUSTMENT     ;
250;STEER ZERO VOLT ;24;16;128;   2.50V  ;20708;12;0;    ADJUSTMENT     ;
250; MAX ANGLE RIGHT;25;16;90;     90°  ;20709;12;0;    ADJUSTMENT     ;
250; MAX ANGLE LEFT ;26;16;90;     90°  ;20710;12;0;    ADJUSTMENT     ;
250;STEER DEAD ANGLE;27;16;10;     10°  ;20722;12;0;    ADJUSTMENT     ;
250; STEER ANGLE 1  ;28;16;20;     20°  ;20724;12;0;    ADJUSTMENT     ;
250; STEER ANGLE 2  ;29;16;85;     85°  ;20725;12;0;    ADJUSTMENT     ;
250;  SPEED FACTOR  ;30;16;140;    140   ;20682;12;0;    ADJUSTMENT     ;
250;  SPEED ON MDI  ;31;16;0;     OFF ;20681;12;0;    ADJUSTMENT     ;
250;LOAD HM FROM MDI;32;16;0;     OFF ;8426;12;0;    ADJUSTMENT     ;
250; CHECK UP DONE  ;33;16;0;     OFF ;8420;12;0;    ADJUSTMENT     ;
250; CHECK UP TYPE  ;34;16;0;    NONE ;8421;12;0;    ADJUSTMENT     ;
250;   MC VOLTAGE   ;35;16;100;    100%  ;8376;12;0;    ADJUSTMENT     ;
250; MC VOLTAGE RED.;36;16;100;    100%  ;8378;12;0;    ADJUSTMENT     ;
250;   EB VOLTAGE   ;37;16;100;    100%  ;8436;12;0;    ADJUSTMENT     ;
250; EB VOLTAGE RED.;38;16;100;    100%  ;8435;12;0;    ADJUSTMENT     ;
250;MAX. MOTOR TEMP.;39;16;150;    150°C ;20716;12;0;    ADJUSTMENT     ;
250;STOP MOTOR TEMP.;40;16;170;    170°C ;20717;12;0;    ADJUSTMENT     ;
250;MOT.T. T.CUTBACK;41;16;77;   30.1%  ;20820;12;0;    ADJUSTMENT     ;
250; ADJUSTMENT #01 ;1;20;233;   93.9%  ;8351;12;0; SPECIAL ADJUST.   ;
250; ADJUSTMENT #02 ;2;20;220;   88.7%  ;8350;12;0; SPECIAL ADJUST.   ;
250;CURR. SENS. COMP;3;20;1;      ON ;8347;12;0; SPECIAL ADJUST.   ;
250; CURR. FALLBACK ;4;20;1;      ON ;8346;12;0; SPECIAL ADJUST.   ;
250;  SET CURRENT   ;5;20;0;    450A  ;8334;12;0; SPECIAL ADJUST.   ;
250;SET TEMPERATURE ;6;20;100;      0°C ;8333;12;0; SPECIAL ADJUST.   ;
250;HW BATTERY RANGE;7;20;2;      2   ;20747;12;0; SPECIAL ADJUST.   ;
250; DUTY PWM CTRAP ;8;20;197;   77.2   ;8383;12;0; SPECIAL ADJUST.   ;
250;  HW EXTENSION  ;9;20;0;  ABSENT ;8410;12;0; SPECIAL ADJUST.   ;
250;PWM AT LOW FREQ ;10;20;1;   8000Hz ;20650;12;0; SPECIAL ADJUST.   ;
250;PWM AT HIGH FREQ;11;20;1;   8000Hz ;20649;12;0; SPECIAL ADJUST.   ;
250; FREQ TO SWITCH ;12;20;80;     80Hz ;20648;12;0; SPECIAL ADJUST.   ;
250;DITHER AMPLITUDE;13;20;2;    2.3%  ;8424;12;0; SPECIAL ADJUST.   ;
250;DITHER FREQUENCY;14;20;5;   31.2Hz ;8423;12;0; SPECIAL ADJUST.   ;
250;  HIGH ADDRESS  ;15;20;0;      0   ;8406;12;0; SPECIAL ADJUST.   ;
250; CAN BUS SPEED  ;16;20;2;    125   ;20654;12;0; SPECIAL ADJUST.   ;
250; EXTENDED FORMAT;17;20;0;     OFF ;20792;12;0; SPECIAL ADJUST.   ;
250;DEBUG CANMESSAGE;18;20;0; LEVEL=0  ;8368;12;0; SPECIAL ADJUST.   ;
250;CONTROLLER TYPE ;19;20;3;      3   ;8432;12;0; SPECIAL ADJUST.   ;
250;CONTROLLER SLV1 ;20;20;1; PRESENT ;20626;12;0; SPECIAL ADJUST.   ;
250;CONTROLLER SLV2 ;21;20;0;  ABSENT ;20627;12;0; SPECIAL ADJUST.   ;
250;CONTROLLER SLV3 ;22;20;0;  ABSENT ;20628;12;0; SPECIAL ADJUST.   ;
250;  SAFETY LEVEL  ;23;20;3; LEVEL=3  ;8381;12;0; SPECIAL ADJUST.   ;
250; RS232 CONSOLLE ;24;20;0;     OFF ;20653;12;0; SPECIAL ADJUST.   ;
250;2ND SDO ID OFST ;25;20;0;      0   ;20701;12;0; SPECIAL ADJUST.   ;
250;VDC START UP LIM;26;20;129;    129%  ;20645;12;0; SPECIAL ADJUST.   ;
250; VDC UP LIMIT   ;27;20;140;    140%  ;20646;12;0; SPECIAL ADJUST.   ;
250;VDC START DW LIM;28;20;75;     75%  ;20643;12;0; SPECIAL ADJUST.   ;
250; VDC DW LIMIT   ;29;20;58;     58%  ;20644;12;0; SPECIAL ADJUST.   ;
250; TOP MAX SPEED  ;1;24;12;    120Hz ;8371;12;0; HARDWARE SETTING  ;
250;CONF.POSITIVE LC;2;24;1; LEVEL=1  ;20660;12;0; HARDWARE SETTING  ;
250;FEEDBACK SENSOR ;3;24;0;      0   ;20733;12;0; HARDWARE SETTING  ;
250;SENSOR ANGLE DEL;4;24;0;    0.0°  ;20819;12;0; HARDWARE SETTING  ;
250;ANGLE IDRMS COMP;5;24;0;    0.0°  ;20822;12;0; HARDWARE SETTING  ;
250;DIAG. ROTOR LOCK;6;24;0;     OFF ;8418;12;0; HARDWARE SETTING  ;
250;DIAG. LC  CLOSED;7;24;0;      ON ;20803;12;0; HARDWARE SETTING  ;
250;DIAG. LC  OPEN  ;8;24;0;      ON ;20804;12;0; HARDWARE SETTING  ;
250;DIAG. PW MIS02  ;9;24;1;     OFF ;20826;12;0; HARDWARE SETTING  ;
250;REST MONITOR SPD;10;24;0;      3Hz ;20813;12;0; HARDWARE SETTING  ;
250;DIAG.JUMP SENSOR;11;24;30;     30Hz ;20808;12;0; HARDWARE SETTING  ;
250;DEAD TIME COMP. ;12;24;1;      ON ;8245;12;0; HARDWARE SETTING  ;
250;DECOUPLING Q-D  ;13;24;0;     OFF ;20664;12;0; HARDWARE SETTING  ;
250; ED COMPENSATION;14;24;0;     OFF ;20712;12;0; HARDWARE SETTING  ;
250; DC-LINK COMP.  ;15;24;0;     OFF ;20757;12;0; HARDWARE SETTING  ;
250;ENABLE WEAKENING;16;24;1;      ON ;8419;12;0; HARDWARE SETTING  ;
250; ENABLE  MOTION ;17;24;1;      ON ;8363;12;0; HARDWARE SETTING  ;
250;OVER CURRENT PRO;18;24;0;     OFF ;20827;12;0; HARDWARE SETTING  ;
250;0:CL 1:SSL 2:OL ;19;24;0; LEVEL=0  ;20661;12;0; HARDWARE SETTING  ;
250; TORQUE CONTROL ;20;24;0;     OFF ;8365;12;0; HARDWARE SETTING  ;
250; BRAKING TORQUE ;21;24;1;      ON ;8366;12;0; HARDWARE SETTING  ;
250;  SLV HELP INT  ;22;24;0;      0%  ;20624;12;0; HARDWARE SETTING  ;
250;  SLV FREE LVL  ;23;24;100;    100%  ;20625;12;0; HARDWARE SETTING  ;
250;RS* AT 25DEG  MO;24;24;36;    0.2   ;8384;12;0; HARDWARE SETTING  ;
250;LD*INDUCTANCE UH;25;24;65;      2   ;20743;12;0; HARDWARE SETTING  ;
250;LQ*INDUCTANCE UH;26;24;65;      2   ;20744;12;0; HARDWARE SETTING  ;
250;   ID RMS MIN   ;27;24;0;      0A  ;20758;12;0; HARDWARE SETTING  ;
250;IDRMS MIN DEFLUX;28;24;0;      0A  ;20832;12;0; HARDWARE SETTING  ;
250;   ID RMS MAX   ;29;24;128;    256A  ;8385;12;0; HARDWARE SETTING  ;
250;ID ANTIROLL  SSL;30;24;33;     66A  ;20770;12;0; HARDWARE SETTING  ;
250; CUR.ANGLE GAIN ;31;24;184;      2   ;20768;12;0; HARDWARE SETTING  ;
250;CUR.ANGLE OFFSET;32;24;105;    0.2°  ;20769;12;0; HARDWARE SETTING  ;
250;MAX FLUX WB/1000;33;24;181;    362   ;8386;12;0; HARDWARE SETTING  ;
250;TR MSEC AT 25DEG;34;24;39;    117   ;8387;12;0; HARDWARE SETTING  ;
250; ANTICLUNK TIME ;35;24;18;   0.18   ;20760;12;0; HARDWARE SETTING  ;
250; ANTICLUNK RAMP ;36;24;50;    5.0   ;20761;12;0; HARDWARE SETTING  ;
250; KP GAIN IQSP L ;37;24;0;      0   ;20762;12;0; HARDWARE SETTING  ;
250; KP GAIN IQSP H ;38;24;5;      5   ;20759;12;0; HARDWARE SETTING  ;
250;KP GAIN IQSP RES;39;24;0; LEVEL=0  ;20786;12;0; HARDWARE SETTING  ;
250;KI GAIN IQSP SM ;40;24;25;     25   ;20763;12;0; HARDWARE SETTING  ;
250;KI GAIN IQSP LA ;41;24;10;     10   ;20764;12;0; HARDWARE SETTING  ;
250;KI GAIN IQSP RIL;42;24;30;     30   ;20765;12;0; HARDWARE SETTING  ;
250;KI GAIN IQSP STO;43;24;25;     25   ;20766;12;0; HARDWARE SETTING  ;
250;KI GAIN IQSP ROL;44;24;25;     25   ;20767;12;0; HARDWARE SETTING  ;
250;KI G.IQ.CTB HSPD;45;24;0;      0%  ;20787;12;0; HARDWARE SETTING  ;
250;KI GAIN COMPENS.;46;24;0;      0   ;20809;12;0; HARDWARE SETTING  ;
250;  KP GAIN VQSP  ;47;24;44;     88   ;20751;12;0; HARDWARE SETTING  ;
250;  KI GAIN VQSP  ;48;24;9;     18   ;20752;12;0; HARDWARE SETTING  ;
250;  KP GAIN VDSP  ;49;24;44;     88   ;20753;12;0; HARDWARE SETTING  ;
250;  KI GAIN VDSP  ;50;24;9;     18   ;20754;12;0; HARDWARE SETTING  ;
250;  KP GAIN WEAK  ;51;24;10;     10   ;20755;12;0; HARDWARE SETTING  ;
250;  KI GAIN WEAK  ;52;24;10;     10   ;20756;12;0; HARDWARE SETTING  ;
250;FREQMAX FOR IMAX;53;24;30;     30Hz ;8394;12;0; HARDWARE SETTING  ;
250;     IQMAX1     ;54;24;115;    460A  ;8395;12;0; HARDWARE SETTING  ;
250;FREQ1 FOR IQMAX1;55;24;60;     60Hz ;8396;12;0; HARDWARE SETTING  ;
250;     IQMAX2     ;56;24;105;    420A  ;8397;12;0; HARDWARE SETTING  ;
250;FREQ2 FOR IQMAX2;57;24;90;     90Hz ;8398;12;0; HARDWARE SETTING  ;
250;     IQMAX3     ;58;24;95;    380A  ;8399;12;0; HARDWARE SETTING  ;
250;FREQ3 FOR IQMAX3;59;24;120;    120Hz ;8400;12;0; HARDWARE SETTING  ;
250; FREQ IMAX BRK  ;60;24;30;     30Hz ;8304;12;0; HARDWARE SETTING  ;
250;   IQMAX1 BRK   ;61;24;115;    460A  ;8305;12;0; HARDWARE SETTING  ;
250; FREQ1 IQ1 BRK  ;62;24;60;     60Hz ;8306;12;0; HARDWARE SETTING  ;
250;   IQMAX2 BRK   ;63;24;105;    420A  ;8307;12;0; HARDWARE SETTING  ;
250; FREQ2 IQ2 BRK  ;64;24;90;     90Hz ;8308;12;0; HARDWARE SETTING  ;
250;   IQMAX3 BRK   ;65;24;95;    380A  ;8309;12;0; HARDWARE SETTING  ;
250; FREQ3 IQ3 BRK  ;66;24;120;    120Hz ;8310;12;0; HARDWARE SETTING  ;
250; OVERMODULATION ;67;24;100;    100%  ;8430;12;0; HARDWARE SETTING  ;
250;ROTATION CW ENC ;68;24;1;OPTION #2;20713;12;0; HARDWARE SETTING  ;
250;ROTATION CW MOT ;69;24;1;OPTION #2;20675;12;0; HARDWARE SETTING  ;
250;ENCODER PULSES 1;70;24;3;     80   ;20702;12;0; HARDWARE SETTING  ;
250;ENCODER PULSES 2;71;24;3;     80   ;20703;12;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 1;72;24;2;      2   ;20704;12;0; HARDWARE SETTING  ;
250;MOTOR P. PAIRS 2;73;24;2;      2   ;20705;12;0; HARDWARE SETTING  ;
250;   HYDRO TIME   ;1;28;20;    2.0   ;20694;12;0;  HYDRO SETTING    ;
250; HYDRO FUNCTION ;2;28;0;    NONE ;20695;12;0;  HYDRO SETTING    ;
